word,phonetic,translation,part_of_speech
manoeuvre,,n. 移动；策略，手段  v. 移动，转动；操纵，控制,n
predatory,,a. 食肉的；掠夺的,a
converse,,vi. 谈话，会谈  /kənˈvɜːs/ a. 逆向的  n. 相反的事物；反面,v
context,,n. 上下文；背景；环境,n
entrepreneurial,,a. 创业的,a
dearth,,n. 缺乏，短缺,n
adventurous,,a. 喜欢冒险的，敢做敢为的；充满危险和刺激的，惊险的,a
exploitative,,a. 开发的，利用的；剥削的,a
impoverish,,vt. 使贫困；使枯竭，使贫瘠,v
convection,,n. 传送；对流,n
plateau,,n. 高原；（上升后的）稳定时期（或状态）,n
crust,,n. 硬层，硬表面，地壳；（一片）面包皮,n
overlie,,v. 躺在……上面；置于……上面,v
brittle,,a. 易碎的，易损坏的；靠不住的；冷淡的，不友好的；（声音）尖利的,a
collision,,n. 碰撞；冲突，抵触,n
extrusion,,n. 挤出，推出，挤压,n
pumice,,n. 浮石，浮岩  vt. 用浮岩磨,n
predictable,,a. 可预言的，可预报的；按老一套办事的，墨守成规的,a
geological,,a. 地质的，地质学的,a
halve,,v. 二等分，减半,v
assimilate,,v. 吸收；使同化,v
harbour,,n. 港湾  v. 停泊；隐匿,n
hybrid,,n. 杂交生成的生物体，杂交植物（或动物）；杂种，混血儿；混合物，合成物  a. 杂交产生的；混合的，合成的,n
inhale,,v. 吸（烟），吸气,v
decibel,,n. 分贝,n
voyage,,n./v. 旅行，航行，飞行,n
cherry,,n. 樱桃（树）,n
contingency,,n. 偶然性，可能性；意外事件；附带事件,n
relieve,,vt. 救济；缓解,v
stance,,n. 姿势；观点，立场,n
conduct,,n. 举止；指导；管理  /kənˈdʌkt/ v. 指导；管理，实施；指挥,n
mate,,v. 交配，配种  n. 配偶；伙伴；（商船上的）大副,v
attack,,n./v. 进攻；抨击；（疾病等）突然发作,n
discredit,,vt. 使怀疑；使丧失信誉，使丢脸,v
flora,,n. （某地区或时期的）一切植物，植物群,n
mass,,a. 大量的  n. 团，众多；[植] 质量； [pl.] 群众，民众  v. 聚焦,a
anticipate,,v. 预期，预料，期望；先于……行动,v
operate,,v. 运转；动手术；起作用；操作；经营,v
bypass,,n. （绕过市镇的）旁道  vt. 绕过,n
undetected,,a. 未被发现的,a
shaft,,n. 轴，柄，杆；矛柄，把柄；（光的）束，光线；竖井，（电梯的）升降井,n
channel,,n. 频道； [常pl.] 渠道，途径；沟渠；海峡，水道；航道,n
determine,,v. 确定；决定；（使）下决心,v
dominate,,v. 支配，统治；耸立于,v
instrumental,,a. 有帮助的，起作用的；用乐器演奏的,a
load,,v. 装载；装（胶卷、弹药等）  n. 负荷；装载,v
improve,,v. 改善，改进,v
sensitive,,a. 敏感的，灵敏的；神经过敏的，容易生气的；易受伤害的,a
abolish,,vt. 废止，废除,v
conception,,n. 观念；概念,n
encounter,,vt./n. 遭遇，遇到,v
bubble,,vi. 冒泡，起泡；发出冒泡的声音  n. 泡，泡沫；气泡；幻想的计划,v
sample,,n. 样品，样本  vt. 从……抽样，采样；品尝,n
qualitative,,a. 性质的，质量的；定性的,a
accountant,,n. 会计师,n
plaster,,n. 灰泥，石膏；膏药,n
storey,,n. 楼层,n
gang,,n. 一帮  v. 结成一伙,n
enterprise,,n. 企业，公司；事业,n
verify,,vt. 证明；证实,v
string,,n. 线；弦；细绳；一串  vt. （用绳等）缚；扎；挂；（用线）串起；使排成一列,n
litter,,v. 使乱七八糟；乱扔  n. 废弃物，垃圾；一窝幼崽,v
manor,,n. 领地，庄园,n
location,,n. 位置，场所；（电影的）外景拍摄地,n
breakdown,,n. 垮台，倒塌，破裂；（健康、精神等）衰竭，衰弱；（机器等的）损坏，故障；分类,n
irresistible,,a. 无法抵抗的，不能压制的；不能自己的,a
fluency,,n. 流利，流畅；通顺,n
transcription,,n. 抄写，誊写；抄本，誊本；书面标注的事物；（乐曲的）改编,n
introspection,,n. 内省，反省,n
elicitation,,n. 引出，诱出,n
informant,,n. 提供消息或情报的人，线人；提供资料的人,n
ambiguity,,n. 模棱两可；不明确,n
generative,,a. 生殖的，生产的；有生产能力的,a
recourse,,n. 依靠；求助，求援,n
scrupulous,,a. 多顾虑的，谨慎的（尤指道德方面）；一丝不苟的，严谨的,a
utterance,,n. 用言语表达，讲话；话语，言语，言论,n
emeritus,,a. 保留头衔而退休的，荣誉退休的,a
bilingual,,a. （说）两种语言的,a
substitution,,n. 代替，置换；代入法,n
mundane,,a. 世界的；世俗的，现世的；平淡的,a
foreseeable,,a. 可预知的，能预测的,a
invoke,,vt. 恳求，祈求；援用，援引；使用，应用,v
hurl,,vt. 猛投，猛摔；大声叫骂,v
duplicate,,vt. 复制，复写；重复  /ˈdjuːplɪkət/ a. 完全相同的；副本的  n. 复制品,v
mushroom,,vi. 迅速成长（或发展）  n. 蘑菇,v
adaptation,,n. 适应；改编；改制物,n
elite,,n. 精英，中坚  a. 卓越的，精锐的,n
up-to-date,,a. 直到最近的；现代的,a
bury,,vt. 埋葬；埋藏，掩藏,v
moderate,,a. 温和的；适度的  /ˈmɔdəreɪt/ v. （使）减轻，缓和；使适中,a
bold,,a. 粗（字）体的；大胆的，鲁莽的，勇敢的；醒目的,a
award,,n. 奖；评判；授予  vt. 授予；给予,n
hassle,,n. 困难，麻烦；分歧，争论,n
addict,,n. 吸毒成瘾的人，有瘾的人，对……入迷的人,n
restrain,,vt. 阻止；抑制,v
reproduce,,v. 繁殖，生育；复制，仿造，翻版；再现，使……在脑海中重现,v
signpost,,vt. 在……设置路标  n. 路标,v
intent,,n. 意图，意向，目的  a. 专心的，专注的；急切的,n
artefact,,n. 人工制品，手工艺品,n
highland,,n. 高地，高原,n
application,,n. 请求，申请（书，表）；应用，运用；施用，敷用,n
acquaintance,,n. 熟人；认识，了解,n
challenge,,n. 挑战；质疑；艰巨任务，难题  vt. 挑战；质疑,n
guideline,,n. [常pl.] 指导方针；准则，行动纲领,n
hemisphere,,n. （地球的）半球；大脑半球,n
civil,,a. 国民的；民用的；政府的,a
viable,,a. 可行的，可实施的； [生] 能自行生长发育的,a
cameral,,a. （立法机关）院的,a
gigantic,,a. 巨大的，庞大的,a
venue,,n. （聚焦、审判、比赛等的）地点,n
grieve,,v. （使）伤心,v
studio,,n. 工作室；摄影室；练习室,n
inhabitant,,n. 居民，住户，居住者；栖息的动物,n
suicidal,,a. 自杀（性）的；有自杀倾向的,a
bilateral,,a. 双边的；双方的,a
clinic,,n. 门诊部，诊所,n
memorable,,a. 容易记住的；难忘的,a
dazzle,,v. 使目眩；使倾倒  n. 耀眼眩目；令人眼花缭乱的东西,v
vast,,a. 巨大的；大量的,a
underground,,a. 地下的  n. 地铁  /ˏʌndəˈgraund/ ad. 在地（面）下,a
scholar,,n. 学者；奖学金获得者,n
compete,,vi. 竞争；比赛,v
prescription,,n. 处方，药方；开处方，开药方,n
crude,,a. 天然的；粗糙的；粗俗的,a
vary,,v. 改变；（使）多样化；变化；不同,v
compose,,v. 组成，构成；写，创作（乐曲等）；使安定,v
alley,,n. 小巷；胡同,n
dolphin,,n. 海豚,n
bounce,,v. 弹起，反弹；（使）上下晃动  n. 弹跳；反弹力；活力，精力,v
platform,,n. 平台，站台；纲领,n
atmosphere,,n. 大气；气氛；环境,n
appoint,,vt. 任命，委任；指定（时间、地点等）,v
characteristic,,n. 特性；特征  a. 特有的；典型的,n
identify,,v. 认出，识别；辨别；查明；确定；视……（与……）为同一事物,v
altitude,,n. 海拔，高度； [pl.] 高地，高处,n
possess,,vt. 具有；拥有,v
excitement,,n. 激动；兴奋；令人兴奋的事,n
contradiction,,n. 矛盾，不一致；否认，反驳,n
painstaking,,a. 需细心的，辛苦的，煞费苦心的；勤勉的；刻苦的  n. 辛苦；勤勉；刻苦,a
pursuit,,n. 追求，寻求； [常pl.] 花时间和精力等做的事；消遣，爱好,n
humanistic,,a. 人文主义的，人性的,a
coherent,,a. 条理清楚的，连贯的；一致的，协调的,a
outlook,,n. 观点，见解；展望，前景,n
apportion,,vt. 分派，（按比例或计划）分配,v
finitude,,n. 有限；限定，界限,n
exhaustible,,a. 可耗尽的，会枯竭的,a
revelation,,n. 被揭示的真相，（惊人的）新发现；揭示，显示；泄露,n
resistance,,n. 反抗，抵制；抵抗力，抵抗性；阻力；电阻,n
attainable,,a. 可获得的，可达到的，可实现的,a
indispensable,,a. 必不可少的，必需的,a
cuisine,,n. 烹饪；烹调法，烹调风格；菜肴,n
reputable,,a. 名声好的，高尚的；受尊敬的；值得信赖的,a
overshadow,,vt. 给……蒙上阴影；使扫兴；使黯然失色,v
unparalleled,,a. 无双的，无比的，空前的,a
opulence,,n. 财富，富裕；丰富，富饶,n
supersede,,vt. 代替，取代,v
exploitation,,n. 开采，开发；剥削，榨取；自私的利用,n
passionate,,a. 充满激情的，热切的，狂热的,a
poisonous,,a. 有毒的，有害的；恶毒的，邪恶的,a
strip,,v. 剥夺；夺去，使空无一物；拆卸，拆开  n. 带状物；条纹；狭长地带，带状水域,v
exhaust,,v. 使非常疲倦，使疲惫不堪；用尽，耗尽  n. （机器排出的）废气，蒸汽,v
mysterious,,a. 神秘的，诡秘的,a
spite,,n. 恶意，怨恨,n
passport,,n. 护照；途径，路子，手段,n
divert,,vt. 使绕道，转移；娱乐，供消遣,v
dissemination,,n. 散布，传播,n
perpetual,,a. 连续不断的；长期的；永久的,a
contradict,,v. 反驳，驳斥；与……发生矛盾；相抵触,v
organize,,v. 组织，使有条理；成立,v
column,,n. 柱；柱状物；专栏（文章），栏目,n
source,,n. 来源，出处；（河的）源头，发源地；根源，起源,n
cater,,v. 提供饮食；迎合，满足需要（或欲望）,v
lobby,,v. 游说  n. 大厅；游说团,v
flexible,,a. 易弯曲的；柔韧的；灵活的,a
penalty,,n. 惩罚；罚金,n
comply,,vi. 遵从；服从,v
racket,,n. （网球、羽毛球等的）球拍,n
wire,,n. 金属丝；电线,n
capsule,,n. 胶囊；航天舱，太空舱,n
canteen,,n. 餐厅，食堂,n
aeronautics,,n. 航空学,n
adopt,,v. 采用，采取，采纳；收养，领养；正式通过，批准,v
lease,,n. 租约  vt. 出租，租用,n
bit,,n. 少许；小片；小块,n
conceal,,vt. 隐藏；隐瞒；掩盖,v
compromise,,n. 妥协，折中办法  v. 妥协，放弃（原则、理想等）；危及,n
haphazard,,a. 无秩序的，无计划的，组织混乱的,a
essential,,a. 本质的，基本的；必要的，必不可少的；极其重要的  n. 要素；实质，本质；要点,a
urge,,v. 敦促，力劝；鼓励；竭力主张,v
feasible,,a. 可行的，可能的；可做的，可实行的,a
cereal,,n. 谷类植物；谷物；谷类食物,n
existence,,n. 存在；生活（方式）,n
apply,,v. 申请；应用，使用；涉及,v
slurry,,n. 泥浆,n
admission,,n. 允许进入，加入权，进入权；招供，招认；入场券,n
attempt,,n./v. 尝试，试图；努力,n
jaw,,n. 颌,n
inference,,n. 推论；推断,n
loop,,n. 圈环；环状物；环路；循环  v. （使）成环，（使）成圈；成环形运动,n
subtract,,vt. 减去；去掉,v
linguistic,,a. 语言的；语言学的,a
aptitude,,n. 天资，天赋，天生的才能,n
lava,,n. 岩浆，熔岩,n
premier,,n. 总理；首相  a. 首要的，第一位的；最著名的,n
enquiry,,n. 询问；调查；探索,n
lawsuit,,n. 诉讼，起诉,n
pack,,v. （把……）打包，收拾（行李）；包装，包裹；塞满  n. 包,v
prescribe,,v. 开处方，开药；规定，指示,v
universe,,n. 宇宙，天地万物；世界；领域,n
skull,,n. 颅骨；脑袋,n
domination,,n. 控制，统治，支配,n
animate,,a. 活的，有生命的  /ˈænɪmeɪt/ vt. 赋予生命；使生机勃勃,a
accountancy,,n. 会计工作，会计职业,n
availability,,n. 可利用性，可得性；利用的可能性；可利用的人或物,n
payable,,a. 可支付的；应支付的,a
solicitor,,n. （城镇的）法务官；初级律师，事务律师,n
departure,,n. 离开，出发；背离，违反,n
audit,,vt. 审计，查账；旁听  n. 审计，查账,v
receipt,,n. 收到，接到；发票，收据； [pl.] 收入，进款,n
scamper,,vi. 奔跑，快跑,v
spiral,,a. 螺旋形的，盘旋的  v. 盘旋上升（或下降）,a
encode,,vt. 把（电文等）译成电码（或密码），把……编码,v
scout,,n. 侦察员（或机、舰）；童子军  v. 侦察；寻找；搜索,n
regurgitate,,vt. 涌回，流回；[动] （使）反胃，将（咽下的食物）返回到口中，反刍,v
propellant,,n. 喷射剂；推进物，推进剂,n
ejection,,n. 喷出；排出物,n
barrage,,n. 弹幕射击；火力网,n
intrigue,,v. 密谋，施诡计；引起极大兴趣，迷住  /ˈɪntriːg/ n. 阴谋，诡计；密谋,v
transition,,n. 过渡，过渡时期；转变，转换，变革,n
realm,,n. 界，领域，范围；王国，国度,n
ingredient,,n. （混合物的）组成部分，成分；（烹调的）原料；（构成）要素，因素,n
friction,,n. 摩擦（力）；矛盾，冲突,n
astronaut,,n. 宇航员,n
banner,,n. 横幅；旗帜,n
ounce,,n. 盎司,n
technique,,n. 技巧，技艺；技术，技能,n
stack,,n. 整齐的一叠（或一堆）  v. 把……叠成堆，堆放于；堆积，堆起,n
petrol,,n. 汽油,n
squeeze,,v. 压榨，榨取；捏，挤压；挤入，挤过；向……勒索  n. 挤压，捏；紧缺，拮据，经济困难；减少，削减,v
sorrow,,n. 悲哀；伤心事,n
arboreal,,a. 树木的；栖于树木的,a
facade,,n. 正面；（虚伪的）外表,n
post-mortem,,a. 事后的  n. 检尸，尸体解剖；事后反思（或剖析）,a
disillusionment,,n. 幻灭；觉醒，醒悟,n
subject,,n. 题目；学科；主语  /səbˈdʒekt/ a. 受……支配的，取决于……的；易遭受……的,n
blunt,,a. 钝的；率直的  vt. 把……弄钝；使减弱,a
stockpile,,n. 囤聚的物资  vt. 大量贮备,n
indicate,,v. 标示，表示，表明；象征；暗示，示意,v
statistically,,ad. 统计上地,ad
switch,,n. 开关；转换  v. （使）改变，转变；转换；对调,n
uncertainty,,n. 犹豫，迟疑；不确定；无把握,n
hypothesis,,n. 假设，假定；假说；猜想,n
ultraclean,,a. 超净的，特净的,a
mountainous,,a. 多山的,a
trim,,vt./n. 修剪；整理  a. 苗条的，修长的；整齐的，整洁的,v
steady,,a. 稳步的；稳定的  v. （使）稳定，（使）平稳；（使）镇定,a
dramatic,,a. 引人注目的；戏剧性的；激动人心的；戏剧的,a
amorphous,,a. 无固定形状的；无组织的,a
solve,,vt. 解答；解决,v
blade,,n. 刀片；桨叶；（草的）叶片,n
glimpse,,vt. 瞥见  n. 一瞥，一看,v
bulletin,,n. （报纸、电台等的）新闻简报；公告；学报；期刊（尤指机关刊物）,n
annoy,,vt. 使烦恼；打搅,v
chapel,,n. 小教堂；祈祷室,n
subscribe,,v. 订阅，订购；申请，预订,v
foil,,n. 箔；箔纸,n
invoice,,n. 发票  vt. 给……开发票,n
extra,,a. 额外的；特别的  ad. 额外地，另外；特别地,a
analyse,,vt. 分析；分解,v
acoustic,,a. 原声的；声音（学）的；听觉的,a
stall,,n. 货摊；小隔间,n
cover,,vt. 盖，覆盖；包含，包括；走过（一段路）；适用于；报道，采访；给……上保险，足够支付；用枪掩护  n. 盖子，套子；封面；掩蔽（物），掩护（物）,v
breakthrough,,n. 突破；重大进展,n
microprocessor,,n. 微处理器,n
spiritual,,a. 精神的；心灵的；宗教的,a
concrete,,a. 混凝土制的；确实的，具体的；有形的，实在的  n. 混凝土,a
generalise,,v. 概括；推广,v
remarkable,,a. 引人注目的，显著的，值得注意的；异常的，非凡的,a
clot,,n. （血液）凝块  v. 凝结成块,n
prior,,a. 在前的，优先的,a
integrate,,v. （使）合并，（使）成为一体,v
exemplify,,vt. 作为……的典型；例证，举例说明,v
herdsman,,n. 牧人,n
formulation,,n. 公式化，格式化；确切的表达,n
exploratory,,a. 探测的；勘探的；探索的,a
pasture,,n. 牧场，草原  vt. 放牧,n
nutrient,,n. 滋养物，营养品,n
plough,,n. 犁  v. 耕地；开（路）；破（浪）,n
patriotic,,a. 爱国的，有爱国心的；显示出爱国精神的,a
scrub,,v. 用力擦洗，把……擦净；取消（计划等）  n. 矮树丛，灌木丛,v
formality,,n. 认真遵循规范、礼节等；例行公事；正式手续,n
perquisite,,n. 利益；特权,n
heighten,,v. （使）增强，（使）加剧,v
assimilation,,n. 吸收；（被）吸收和同化的过程,n
necessity,,n. 必然，必要；必需品；必要性,n
disposable,,a. 一次性的；可动用的,a
ingenuity,,n. 心灵手巧，足智多谋；巧妙，精巧,n
simplicity,,n. 简单（性），简易；朴素；直率，单纯,n
luxuriant,,a. 繁茂的；肥沃的；丰富的,a
consequential,,a. 结果的，随之发生的,a
scour,,vt. 四处搜寻，细查；擦洗，擦亮；冲刷出，冲刷成,v
seasonal,,a. 季节性的，随季节而变化的；节令性的,a
murky,,a. 浑浊的；黑暗的；朦胧的；隐晦的,a
melatonin,,n. 褪黑激素,n
cue,,n. 暗示，提示,n
thermal,,a. 热的，热量的  n. 热气流,a
revolution,,n. 革命；巨变，大变革,n
romance,,n. 恋爱；浪漫爱情；爱情小说，传奇故事,n
currently,,ad. 当前，现时，目前,ad
inferential,,a. 可推断的，推理的,a
persist,,vi. 坚持；维持，保持，持续,v
minimum,,n. 最小值，最低限度  a. 最低的，最小的,n
output,,n. 产量；输出量；输出功率  vt. 输出,n
stash,,vt. 藏匿；贮藏,v
species,,n. 种，物种,n
subtle,,a. 细微的，微妙的，难以捉摸的；隐约的；精巧的，巧妙的；诡秘的，狡诈的,a
competent,,a. 有能力的；能胜任的,a
select,,v. 选择，挑选  a. 精选的，优等的,v
loose,,a. 松的；散漫的；不精确的,a
available,,a. 可获得的，可得到的；可用的；有空的,a
illustration,,n. 说明；实例；图解，插图,n
slice,,v. 把……切成片，削  n. 薄片，切片；份，部分,v
waterfront,,n. 滨水路，滨水区，码头区,n
generic,,a. 一般的，普通的，通用的；种的，属的,a
cricket,,n. 板球；蟋蟀,n
exhale,,v. 呼出（气）；散发（气味、蒸气等）,v
creation,,n. 创造；作品,n
corporate,,a. 团体的，共同的；法人的，公司的,a
swell,,v. 膨胀；增长，增强,v
synthesis,,n. 综合，合成；综合体,n
excreta,,n. 排泄物,n
decapitate,,vt. 斩首,v
pepper,,n. 胡椒（粉）  vt. 在……上撒（胡椒粉等）,n
groan,,vi. 呻吟；叹息  n. 呻吟声，叹息声,v
diminish,,v. 减少；降低；贬低，轻视,v
naive,,a. 幼稚的，天真的，不成熟的,a
upset,,vt. 使苦恼；搅乱；推翻，颠倒   /ˏʌpˈset/ a. 心烦的；（肠胃等）不适的,v
appeal,,vi. 呼吁；起诉，上诉；吸引  n. 上诉，申诉；呼吁；感染力，吸引力,v
consumption,,n. 消耗（量）；消费（量）,n
caution,,n. 谨慎，小心  v. 提醒，警告,n
average,,n. 平均（数）  a. 平均的；平常的，普通的  v. 平均达到；平均为,n
blonde,,a. （人）白肤金发碧眼的  n. 白肤金发碧眼的女人,a
burst,,v. （使）爆炸；突然发作；破裂  n. 爆炸,v
ecology,,n. 生态，生态学；生态环境,n
profession,,n. 行业，职业；宣称，表白,n
transit,,n. 运输，运载  v. 通过，经过；中转,n
medieval,,a. 中世纪的；中古（时代）的,a
behave,,v. 表现；（机器等）运转；（事物）起作用；表现得体；使检点,v
devastating,,a. 毁灭性的；强有力的,a
dredge,,v. 挖掘；疏浚；挖出，吸出；重提（不愉快或令人难堪的）旧事,v
launch,,vt. 将……投放市场；开始从事，发动，发起；发射  n. 发射；（产品）上市,v
disintegrate,,v. （使）碎裂，瓦解，解体,v
fade,,v. （使）变淡，变暗；褪色；凋谢；逐渐消失,v
highway,,n. 公路,n
concede,,v. （不情愿地）承认；让步,v
chef,,n. 厨师长，厨师,n
complaint,,n. 抱怨；投诉；控告；（尤指不严重、常影响身体某部位的）疾病,n
irritable,,a. 急躁的，易怒的，易受刺激的；过敏的,a
legislation,,n. 法律，法规；立法,n
bouncing,,a. 健壮的，茁壮的,a
sizeable,,a. 相当大的,a
innovative,,a. 革新的，创新的，新颖的；富有革新精神的,a
congestion,,n. 拥挤，充塞；充血,n
particulate,,a. 粒子状的，微粒的，颗粒的  n. 粒子，微粒状物质,a
pollutant,,n. 污染物质（尤指排入水中和空气中的有害化学物质），有害物质,n
megacity,,n. （人口超过1000万的）大城市,n
allergic,,n. 过敏的，（对……）变态反应的，变应性的,n
populace,,n. （一个国家或地区的）人口，全体居民；平民，大众,n
proclaim,,v. 宣告，宣布，声明；显示,v
comparable,,a. 可比较的，类似的；比得上的,a
habitual,,a. 惯常的，通常的,a
rehabilitate,,vt. 改造（罪犯等），使恢复正常生活；使恢复原状，修复；复职；恢复……的名誉,v
picturesque,,a. 美丽如画的；（语言）生动的,a
afield,,ad. 在野外，在田中；在战场上；背井离乡地；到远方，在远处,ad
form,,n. 形式；外形；表格  v. （使）形成，（使）出现,n
temporary,,a. 临时的，暂时的,a
spill,,v. （使）溢出；涌出,v
mediocre,,a. 平庸的，平凡的,a
lead,,v. 指引；领导；致使  /led/ n. 铅,v
define,,vt. 下定义；限定,v
figure,,n. 数字；人物；体态，体形；轮廓；（插）图，图表；雕像，塑像  v. 是重要部分；认为；计算，估计,n
productive,,a. 生产性的；多产的；富有成效的,a
respond,,vi. 回答，答复；响应；作出反应,v
approval,,n. 赞成，同意；正式批准,n
smell,,v. 散发（或有）……的气味；闻到，嗅到,v
flaw,,n. 缺点；瑕疵,n
multiple,,a. 多重的；多样的  n. 倍数,a
adventure,,n. 冒险，冒险活动；异乎寻常的经历，奇遇,n
zone,,n. 地区，地带；区域,n
diagram,,n. 图解，图表,n
slouch,,v. 懒散地站（或坐、走）；低头垂肩地站（或坐、走）,v
bloom,,n. 花；开花（期）；青春焕发（的时期）  v. （使）开花,n
horizon,,n. 地平线；范围；眼界,n
trick,,n. 诡计，花招  vt. 欺诈，哄骗,n
centigrade,,a. 百分度的；摄氏度的,a
courageous,,a. 勇敢的，有胆量的,a
academic,,a. 学院的；学术的；不切实际的  n. 学者；大学教师,a
preferable,,a. 更可取的，更好的，更合意的,a
biometrics,,n. 生物测定学,n
reunite,,v. （使）结合；（使）重聚,v
minority,,n. 少数；少数民族,n
clench,,v. 握紧；咬紧（牙关等）；牢牢抓住,v
corpus,,n. 文集，文献，汇编；语料库,n
alarm,,n. 惊恐，恐慌；报警器；闹钟；警报  vt. 使惊恐；使担心,n
beam,,n. （光线等的）束；梁；笑容，喜色  v. 面露喜色；发射电波，播送,n
conjunction,,n. 连接；连词,n
height,,n. 海拔；身高,n
escalator,,n. <美> 自动扶梯,n
nasty,,a. 令人讨厌的；不友好的，恶意的，下流的；恶劣的,a
monster,,n. 怪物；巨人，庞然大物,n
continually,,ad. 连续地，持续地,ad
adequate,,a. 充足的；合适的，合格的,a
hike,,v. 徒步旅行；提高（价格等）  n. 远足，徒步旅行；猛增,v
grateful,,a. 感激的，感谢的,a
organ,,n. 器官；（官方的）机构,n
rely,,vi. 依靠；依赖,v
incentive,,n. 刺激；激励,n
technical,,a. 技术的，工艺的,a
chorus,,n. 合唱，合唱曲；合唱队；副歌，叠句；齐声，齐声说的话（或发出的喊声）  v. 齐声说,n
scent,,n. 香味；气味  vt. 嗅到；察觉,n
hitherto,,ad. 到目前为止，迄今,ad
accomplish,,vt. 达到（目的），完成（任务），实现（计划、诺言等）,v
bullet,,n. 枪弹，子弹,n
rural,,a. 农村的，乡村的,a
enclosure,,n. 四周有篱笆（或围墙等）的场地，围场；（信中的）附件,n
discontinue,,v. 停止；中断；不连续,v
revegetate,,v. 再生长，再植,v
sustainable,,a. 可以忍受的；足以支撑的；养得起的,a
dispersal,,n. 散布，分散；消散，疏散,n
fabulous,,a. 寓言式的；极为巨大的；极好的,a
retailing,,n. 零售业,n
rental,,n. 租金额；出租，租赁  a. 租用的；出租（业）的,n
obsession,,n. 牵挂，惦念；迷住，困扰；萦绕于心的事物或人；固执的念头,n
fraught,,a. 充满……的；担心的，烦恼的,a
ethereal,,a. 太空的；轻巧的,a
unobtrusive,,a. 不显著的，不引人注目的；不张扬的,a
underpin,,vt. 加固……的基础；加强，巩固,v
nutritional,,a. 营养的，滋养的；营养物的，食物的,a
velocity,,n. 速度，速率；迅速，快速,n
unveil,,v. 揭去面纱或覆盖物；揭幕；首次公开、揭露或展示（某事物）,v
prototype,,n. 原型，蓝本,n
swivel,,v. 旋转  n. 转环，转节,v
replicate,,vt. 重复，复现或复制；再制造；再生,v
capsize,,v. （使船）翻，倾履,v
project,,n. 计划，方案；课题，项目；工程  /prəˈdʒekt/ v. 放映；投射，发射；（使）突出，（使）伸出；设计，规划,n
drum,,n. 鼓，鼓状物,n
thorny,,a. 多刺的；痛苦的，棘手的,a
eligible,,a. 符合条件的；合适的,a
admit,,v. 承认；准许……进入；准许……加入,v
bacterial,,a. 细菌的；由细菌引起的,a
management,,n. 管理（部门、人员）；处理,n
enrolment,,n. 登记（人数），注册（人数）；入学，入伍；登记簿，名册,n
strategy,,n. 战略，策略,n
emerge,,vi. 出现；显露，（事实等）暴露,v
submerge,,v. 浸没；潜入水中,v
mantle,,n. 披风，斗篷；覆盖物；（煤气灯）纱罩；[解] 外层；包膜；外表；（水库的）槽； [地] 地幔  vt. 用斗篷盖；覆盖,n
overall,,a. 全面的；全部的,a
granite,,n. 花岗岩，花岗石,n
approximate,,a. 近似的  /əˈprɔksɪmeɪt/ vt. 近似,a
gallery,,n. 美术馆,n
community,,n. 社会；社区；团体；（动植物的）群落；共同体,n
swing,,v. 摇摆；（使）突然转向  n. 摇摆；秋千,v
cite,,vt. 引用；引证,v
spectrum,,n. 谱，光谱，频谱；范围，幅度,n
drawback,,n. 缺点；不利条件,n
identity,,n. 身份；特性；同一性,n
trend,,n. 倾向；趋势；流行，时尚  vi. 伸向；倾向,n
extreme,,a. 极度的；最后的  n. 极端，过分,a
skip,,v. 跳，蹦；漏过；逃学,v
military,,a. 军事的  n. [the ~] 军队,a
poison,,n. 毒，毒药  vt. 毒害,n
vested,,a. 法律规定的；既定的,a
symphony,,n. 交响乐,n
locate,,vt. 找到；位于；使坐落于；把……设置在,v
classify,,vt. 把……归类，把……分级,v
enthusiastic,,a. 热情的；热心的,a
alter,,vt. 改变；变动,v
disqualify,,vt. 使丧失资格,v
database,,n. 数据库,n
maximum,,n. 最大量，极限  a. 最大的，最高的,n
delivery,,n. 投递，交付；分娩,n
undergraduate,,n. 大学本科生，大学生，大学肄业生,n
focus,,v. （使）聚焦，（使）集中  n. 焦点，焦距；（注意力、活动等的）中心,v
administer,,v. 掌管；给予,v
ash,,n. 灰；灰烬； [pl.] 骨灰，遗骸,n
intensify,,vt. 使增强；使加剧,v
inventory,,n. 目录；存货,n
event,,n. 事件；比赛项目,n
crucial,,a. 决定性的；至关重要的,a
stage,,n. 舞台；戏剧；阶段,n
aeration,,n. 通风,n
profitable,,a. 有利可图的，赚钱的；有益的,a
virus,,n. 病毒,n
faith,,n. 信任，信用；信仰，信条,n
cafeteria,,n. 自助餐馆；自助食堂,n
involve,,vt. 使卷入，使参与；牵涉，陷入，连累；包含，含有,v
dairy,,n. 奶制品；乳品店  a. 乳制品的,n
confirm,,vt. 证实，确定；肯定；批准，使有效,v
hinge,,n. 合叶；铰链  v. 依……而定,n
hurricane,,n. 飓风,n
subsidise,,vt. 津贴，资助,v
stain,,vt. 染污；给……着色  n. 污点,v
unload,,v. 从……卸下货物；摆脱,v
conversion,,n. 转化；转变，变换；兑换；改变信仰，皈依,n
irrelevant,,a. 不相关的；离题的,a
thrill,,v. （使）非常激动；（使）发抖,v
trial,,n. 审讯；试验  a. 试验性的,n
extol,,vt. 赞颂，赞美，颂扬,v
albeit,,conj. 虽然，尽管,c
obstacle,,n. 障碍，妨碍物，干扰,n
meagre,,a. 少量的，粗劣的,a
precipitation,,n. 降雨（量），降水（量）；仓促，急躁； [化]沉淀作用,n
