word,phonetic,translation,part_of_speech
himself,,他自己；他亲自；他本人,pron
expect,,期望；指望；认为；预料,v
club,,俱乐部；社团；夜总会；棍棒；（扑克牌中的）梅花 v. 用棍棒打；募集 adj. 俱乐部的,n
snow,,雪；积雪；下雪 v. 降雪,n
receive,,收到；接待；接纳,v
mountain,,山；山脉,n
serious,,严肃的；严重的；认真的；庄重的；危急的,adj
two,,两个 adj. 两个的 num. 二,n
normal,,正常的；正规的；标准的 n. 正常；标准；常态,adj
unless,,除非；如果不 prep. 除…之外,conj
third,,第三；三分之一 adj. 第三的；三分之一的,num
cap,,盖；帽子 v. 脱帽致意,n
law,,法律；规律；法治；法学；诉讼；司法界 vi. 起诉；控告 vt. 控告；对…起诉,n
playground,,运动场；操场；游乐场,n
cold,,寒冷的；冷淡的；不热情的；失去知觉的 n. 寒冷；感冒 adv. 完全地,adj
thread,,线；螺纹；思路；衣服；线状物；玻璃纤维；路线 v. 穿过；穿线于；使交织,n
iron,,熨斗；烙铁；坚强 v. 熨；用铁铸成 adj. 铁的；残酷的；刚强的,n
six,,六；六个 n. 六；六个,num
knock,,敲；打；敲击 n. 敲；敲打；爆震声,v
art,,艺术；美术；艺术品 adj. 艺术的；艺术品的 v. 是（be的变体）,n
hurry,,匆忙；急忙 v. 仓促（做某事）；催促；（朝某方向）迅速移动；迅速处理,n
human,,人的；人类的 n. 人；人类,adj
rock,,岩石；摇滚乐；暗礁 v. 摇动；使摇晃,n
another,,又一；另一；另外的；不同的 pron. 另一个；又一个 prep. 另一个；另一个人,adj
recorder,,录音机；记录器；记录员；八孔直笛,n
eighteen,,十八；十八个 adj. 十八个的；十八的 num. 十八,n
recite,,背诵；叙述；列举,v
kind,,种类；性质 adj. 和蔼的；宽容的；令人感激的,n
cloudy,,多云的；阴天的；愁容满面的,adj
background,,背景；隐蔽的位置 v. 作…的背景 adj. 背景的；发布背景材料的,n
age,,年龄；时代；寿命；使用年限；阶段 v. 成熟；变老,n
name,,名称；名字；姓名；名誉 v. 命名；任命；指定；称呼；提名；叫出 adj. 姓名的；据以取名的,n
add,,加；增加；加起来；做加法 n. 加法；加法运算,v
year,,年；年度；历年；年纪；一年的期间；某年级的学生,n
prison,,监狱；监禁；拘留所 vt. 监禁；关押,n
sentence,,[语][计] 句子；命题；宣判；判决 v. 判决；宣判,n
trousers,,裤子；长裤,n
anyway,,无论如何；不管怎样；总之,adv
light,,光；光线；灯；打火机；领悟；浅色；天窗 adj. 轻的；浅色的；明亮的；轻松的；容易的；清淡的 v. 点着；变亮；着火 adv. 轻地；清楚地；轻便地,n
offer,,提供；出价；试图 n. 提议；出价；意图；录取通知书,v
dangerous,,危险的,adj
red,,红色；红颜料；赤字 adj. 红色的；红肿的；充血的,n
kilometer,,[计量] 公里；[计量] 千米（等于kilometre）,n
asia,,亚洲,n
window,,窗；窗口；窗户,n
temperature,,温度；体温；气温；发烧,n
medical,,医学的；药的；内科的 n. 医生；体格检查,adj
nature,,自然；性质；本性；种类,n
chopsticks,,筷子,n
increase,,增加；增长；提高 v. 增加；增大；繁殖,n
conference,,会议；讨论；协商；联盟；（正式）讨论会；[工会、工党用语]（每年的）大会 vi. 举行或参加（系列）会议,n
praise,,赞扬；称赞；荣耀；崇拜 v. 赞美；歌颂；表扬,n
abroad,,在国外；到海外 adj. 往国外的 n. 海外；异国,adv
nor,,也不；也不是 adv. 也不；也没有 n. (Nor)人名；(中)挪(广东话·威妥玛)；(马来、俄)诺尔；(柬)诺,conj
gym,,健身房；体育；体育馆,n
wound,,创伤；伤口 v. 使受伤,n
your,,你的；你们的,pron
agree,,同意；赞成；承认；约定；商定,v
question,,问题；疑问；询问；疑问句 v. 询问；怀疑；审问,n
pilot,,飞行员；领航员 adj. 试点的 v. 驾驶；领航；试用,n
aloud,,大声地；出声地,adv
eleven,,十一；十一个 adj. 十一的；十一个的 num. 十一；十一个,n
boring,,无聊的；令人厌烦的 n. 钻孔 v. 钻孔；使厌烦；挖空（bore的ing形式）,adj
cruel,,残酷的；残忍的；使人痛苦的；让人受难的；无情的；严酷的,adj
nervous,,神经的；紧张不安的；强健有力的,adj
yes,,是；是的 n. 是（表示肯定）,adv
river,,河；江,n
australia,,澳大利亚；澳洲,n
hospital,,医院,n
training,,训练；培养；瞄准；整枝 v. 训练；教养（train的ing形式）,n
clone,,克隆；无性系；无性繁殖；靠营养生殖而由母体分离繁殖的植物 v. 无性繁殖；复制,n
message,,消息；差使；启示；预言；广告词 v. 报信；报告；[通信] 报文,n
sixty,,六十；六十个,num
exercise,,运动；练习；运用；操练；礼拜；典礼 v. 锻炼；练习；使用；使忙碌；使惊恐,n
village,,村庄；村民；（动物的）群落,n
safe,,安全的；可靠的；平安的 n. 保险箱；冷藏室；纱橱,adj
bear,,结果实；开花（正式） n. 熊,v
sweater,,毛线衣；运动衫；大量出汗的人；发汗剂,n
game,,游戏；比赛 adj. 勇敢的 v. 赌博,n
price,,价格；价值；代价 v. 给……定价；问……的价格,n
thursday,,星期四,n
soap,,肥皂 v. 将肥皂涂在……上；对……拍马屁（俚语）,n
intention,,意图；目的；意向；愈合,n
action,,行动；活动；功能；战斗；情节,n
mind,,理智；精神；意见；智力；记忆力 v. 介意；专心于；照料,n
food,,食物；养料,n
insist,,坚持；强调,v
plan,,计划；平面图 v. 计划；设计；打算,n
farmer,,农夫；农民,n
mend,,修理；修补；改善；修改 n. 好转；改进；修补处,v
chest,,胸；胸部；衣柜；箱子；金库,n
warn,,警告；提醒；通知 n. (Warn)人名；(英)沃恩；(德)瓦恩,v
eye,,眼睛；视力；眼光；见解；观点 v. 注视；看,n
speaker,,演讲者；扬声器；说话者；说某种语言的人,n
piano,,钢琴,n
medicine,,药；医学；内科；巫术 v. 用药物治疗；给…用药,n
soldier,,军人；[昆] 兵蚁；懒汉；一片烤面包 v. 当兵；磨洋工；坚持干；假称害病,n
picnic,,野餐 v. 去野餐,n
master,,控制；精通；征服 n. 硕士；主人；大师；教师 adj. 主人的；主要的；熟练的,v
salt,,盐；风趣；刺激性 adj. 咸水的；含盐的；咸味的；盐腌的；猥亵的 v. 用盐腌；给…加盐；将盐撒在道路上使冰或雪融化,n
australian,,澳大利亚的；澳大利亚人的 n. 澳大利亚人,adj
score,,分数；二十；配乐；刻痕 v. 获得；评价；划线；刻划；把…记下,n
tenth,,第十；十分之一 adj. 十分之一的；第十个的,num
invent,,发明；创造；虚构,v
else,,其他；否则；另外 adj. 别的；其他的 n. (Else)人名；(英)埃尔斯；(德)埃尔泽；(芬、丹)埃尔塞,adv
simple,,简单的；单纯的；天真的 n. 笨蛋；愚蠢的行为；出身低微者,adj
depend,,依赖；依靠；取决于；相信；信赖,v
truth,,真理；事实；诚实；实质,n
enter,,进入；开始；参加 n. [计] 输入；回车,v
when,,考虑到；既然；当…时；在…时；如果 adv. 什么时候；何时；（用于时间的表达方式之后）在那时；其时；当时 pron. 那时；什么时侯 n. 时间；时候；日期；场合,conj
pacific,,和平的；温和的；平静的 n. 太平洋,adj
side,,方面；侧面；旁边 v. 支持；赞助；偏袒 adj. 旁的；侧的,n
sister,,姐妹；（称志同道合者）姐妹；修女；护士 adj. 姐妹般的；同类型的,n
passport,,护照；通行证；手段,n
london,,伦敦,n
for,,为；为了；因为；给；对于；至于；适合于 conj. 因为,prep
large,,大的；多数的；广博的 adv. 大大地；夸大地 n. 大,adj
use,,使用；用途；发挥 v. 利用；耗费,n
fine,,好的；优良的；细小的；精美的；健康的；晴朗的 n. 罚款 v. 罚款；澄清 adv. 很好地；精巧地,adj
cancel,,取消；废除；抵消；删去；划掉,v
prepare,,准备；预备,v
half,,一半 adj. 一半的；半个的 n. 半；一半,adv
fifty,,五十,num
england,,英格兰；英国,n
hall,,门厅；礼堂；会堂；办公大楼,n
your,,你的；你们的,pron
pollution,,污染,n
pretend,,假装；佯作,v
without,,无；没有,prep
these,,这些,pron
tea,,茶；茶点,n
postman,,邮递员,n
pick,,挑选；选择；采摘 n.  挑选；选中的人,v
rabbit,,兔子,n
ten,,十；十个,num
prison,,监狱,n
sister,,姐；妹,n
energy,,干劲；精力；能量；能源,n
mystery,,秘密；神秘的事物,n
solid,,固体的；实心的；结实的；稳固的；可靠的；纯质的；纯色的 n.  固体,adj
require,,需要；要求；命令；规定,v
yourselves,,你们自己；你们亲自,pron
lion,,狮子,n
size,,按大小排列 n. 大小；尺寸；尺码；规模,v
left,,在左边；向左 adj. 左边的；左侧的 n.  左边；左侧；左派；左翼,adv
eleven,,十一,num
wine,,酒,n
object,,反对；不赞成；反对；不赞成,v
newspaper,,报纸,n
flight,,航班；班机；飞行；飞翔,n
eraser,,橡皮,n
hang,,[hung-hung] 悬挂；吊；徘徊；[hanged-hanged] 吊,v
role,,作用；职责；角色；任务,n
achieve,,实现；完成；获得；达到,v
anybody,,任何人；随便哪一个人,pron
yellow,,黄的 n.  黄色,adj
i,,我,pron
turn,,转动；旋转；扭转；转向；变化；变成,v
example,,例子；实例；榜样；楷模,n
result,,结果；效果；成绩；成果,n
same,,同样的人 adj. 同一的；相同的；同样的,pron
after,,adv&prep&conj.  在…以后；在…后面,
quiet,,轻声的；安静的；沉默的；平静的；寂静的,adj
connect,,连接；衔接；联合；关联；接通电话,v
hand,,交；给 n. 手；指针；帮助；援助；手艺；技能,v
a,,indefinite article. 一；一个〔用于未曾提及或对方不知道的人或物的名称前〕,
salt,,腌；盐渍；撒盐于 n. 盐,v
address,,地址,n
nineteen,,十九；十九个,num
blood,,血；血液；血统；家族,n
straight,,直的；笔直的；连续的；不间断的；直率的；整齐的；端正的；正直的,adj
the,,这；那 adv. 更加（用于比较级；最高级前）,art
ninety,,九十；九十个,num
sale,,出售；上市；贱卖；廉价出售；销售额,n
photograph,,拍照 n. 照片；相片,v
police,,警方；警察；治安,n
blue,,蓝色的；沮丧的；忧郁的；下流的；色情的 n.  蓝色,adj
throw,,[threw-thrown] 投；扔；抛；使突然陷入；使困惑；使吃惊,v
thank,,感谢；向…表示谢意,v
fifth,,第五 n.  五分之一,num
information,,信息；资料；通知；告知,n
yours,,你的,pron
discuss,,谈论；讨论；论述,v
standard,,标准的 n. 标准；规则,adj
correct,,正确的；对的；合适的；符合的 v.  改正；纠正；校准,adj
nobody,,没有人；无人 n.  无足轻重的人,pron
empty,,空的；空闲的；空虚的 v.  空；倒出,adj
wish,,希望；想要；但愿；祝；祝愿；盼望；企求,v
tie,,[tying]　拴；扎；捆；把…打结；系上；连接；使有关联；不分胜负,v
wise,,有智慧的；聪明的；英明的；明智的；博学的；贤明的,adj
serious,,严重的；危急的；重要的；重大的；认真的；严肃的；庄重的,adj
laugh,,笑 n.  笑；笑声,v
conversation,,交谈；谈话,n
area,,面积；地区；地方；领域；范围,n
pay,,付钱；支付；交纳 n.  工资；薪金,v
check,,检查 n.  检查；支票,v
list,,把…编列成表；列举 n. 表；目录；名单,v
european,,欧洲的；欧洲人的 n.  欧洲人,adj
strange,,奇怪的；奇异的；陌生的；生疏的；外地的；异乡的,adj
sand,,用砂纸磨光 n. 沙,v
toast,,烘；烤；敬酒；为…干杯 n. 烤面包；吐司；祝酒；祝酒词,v
frustrate,,使沮丧；使灰心；失败,v
success,,成就；成功；成功的事物；取得成就的人,n
authority,,权力；管辖权,n
creature,,生物；动物；人；创造物；产物,n
child,,儿童；小孩,n
outgoing,,外出的；离开的；即将离职的；友好的；好交际的；外向的,adj
young,,年轻的；青年的；没有经验的；初期的 n.  青年人,adj
rope,,用绳捆 n. 绳索；线缆,v
instrument,,乐器；仪器；器械,n
medium,,中等的；平均的 n.  媒介；工具；手段；方法,adj
pear,,梨,n
society,,社会；阶层；社交界；社团；协会,n
root,,生根；扎根 n. 根；根本；根源,v
treasure,,珍爱；珍视 n. 财宝；珍品,v
hard,,坚硬的；坚固的；困难的；艰苦的；勤勉的；刻苦,adj
airline,,航空公司；航线,n
lend,,[lent-lent] 把…借给；出借；贷,v
november,,十一月,n
ticket,,票；入场券；车票；罚款传票；候选,n
umbrella,,伞；雨伞,n
perform,,做；履行；完成；演出；表演,v
name,,名字；名称；名声；名誉,n
concentrate,,全神贯注；全力以赴；集中；聚集；浓缩 n.  浓缩物；浓缩液,v
cheer,,使振奋；使高兴；为…欢呼；为…喝彩 n.  欢呼；喝彩,v
room,,房间；室；空间；地方；余地,n
better,,更；更好地 adj. 更好的；有好转的,adv
with,,和…一起；跟；同；具有；带有；用；以；藉；对…；关于；随着,pron
service,,公共设施；公共事业；公用机构；服务机构；服务；劳务；维修；保养,n
coffee,,咖啡；咖啡豆；咖啡树；咖啡色,n
there,,在那里；往那里；在那方面；在那点上,adv
lady,,女士；小姐；举止文雅的女子；淑女,n
well,,好；妥善地；有利地；令人满意地；完全地；充分地；足够地；很；相当,adv
suitable,,适当的；相配的；合适的；适宜的,adj
magazine,,杂志；期刊,n
pocket,,把…装入口袋 adj.  袖珍的；小型的 n. 衣袋；口袋；容器,v
pioneer,,开拓；开创 n. 先驱者；倡导者,v
experiment,,进行试验；做实验 n. 实验；试验,v
pen,,钢笔；圆珠笔；围栏,n
hate,,憎恨；不喜欢 n.  厌恶；憎恨,v
block,,阻碍；堵塞 n.  大块；一排房屋；街区,v
write,,[wrote-written] 写；书写；写字；写作；作曲；写,v
pet,,宠爱的；表示亲昵的 n. 宠物；宠儿,adj
period,,时间；时期；时代；学时；课时；句号；句点,n
bulb,,植物的球茎；灯泡,n
understand,,[understood-understood] 理解；懂；了解；意识到；认为；以为,v
birth,,出生；分娩；出身；起源；根源,n
dismiss,,不予考虑；不接受；解雇；开除；解散；遣散；驳回；不受理,v
picnic,,[picnicked-picnicked；picnicking] 去野餐 n. 野餐,v
heaven,,天堂,n
alright,,好；好吧,adv
loving,,爱的；充满爱的；钟爱的,adj
ever,,在任何时候；从来；曾经,adv
unhappy,,不快乐的；不幸的；悲惨的,adj
million,,百万,num
even,,甚至；即使 adj.  平的；均匀的；平稳的；相等的；均衡的；偶数的,adv
crazy,,精神失常的；疯狂的；迷恋的；狂热爱好的,adj
volleyball,,排球,n
coach,,教练；指导；长途公共汽车；经济,n
southeast,,向东南 adj.  东南方的；东南部的；来自东南的 n. 东南；东南,adv
champion,,拥护 n. 冠军；拥护者,v
hundred,,百；一百个,n
pink,,粉红色的；桃红色的 n.  粉红色；桃红色,adj
wait,,等；等候；服侍；侍候 n.  等待；等待的时间,v
woman,,成年女子；妇女,n
queen,,女王；王后,n
save,,救助；搭救；拯救；储蓄；贮存；保存 prep.  除…之外,v
matter,,要紧；有关系 n. 事情；情况；物质；麻烦事；毛病,v
ton,,吨；大量；许多,n
conjunction,,联合；连词,n
top,,顶；顶端；上部；上端；首位；最高位,n
too,,也；还；太；过于；很；非常,adv
have,,有；进行；从事；享受；经受；使；让；必须；不得不,v
documentary,,文件的；文献的 n.  纪录片,adj
toy,,漫不经心地考虑；摆弄 n. 玩具,v
product,,产品；产物；乘积,n
famous,,著名的；出名的,adj
question,,问题；议题；疑问；询问；难题；需讨论(或考,n
peel,,削…的皮；剥…的壳 n.  皮；外衣,v
spirit,,精神；灵魂；幽灵；勇气；气概,n
cheap,,便宜的；廉价的；劣质的；低劣的；卑鄙的；低级的,adj
produce,,生产；制造；展现；出示；上演；制作 n. 产品；农产品,v
picture,,画；图片；照片；描绘；电影；头脑中的情景；印象 v,n
cheat,,欺骗；骗取；作弊 n.  欺骗；欺骗行为；骗子,v
regard,,把…看作；认为；考虑；注视；打量；注意；尊敬；尊重,v
rose,,玫瑰；蔷薇,n
thousand,,一千；一千个,num
tonight,,adv&n.  今晚,
capital,,首要的；重要的；死罪的；大写的 n. 资本；资金；首都；首府；大写字母,adj
con,,反对票；反对论,n
almost,,几乎；差不多,adv
cow,,母牛；奶牛,n
manner,,方式；方法；态度；举止,n
upon,,在…之上,prep
lab,,实验室,n
pie,,派；馅饼,n
wake,,[woke-waken]　醒来；唤醒；激起；唤起；警觉；振奋,v
charity,,慈善；施舍；慈善机构,n
whether,,是否；会不会；不管；无论,conj
raise,,举起；提高；增加；筹集；征集；唤起；引起；激起；提出；养育；饲养；种植,v
west,,西方的；西部的；来自西方 n. 西；西方；西部,adj
spoon,,用匙舀 n. 匙；勺；调羹,v
quite,,相当；颇；实际上；真正地；完全；十分,adv
lap,,腰以下到膝为止的大腿部；一圈；一段旅程,n
tower,,高于；优于 n. 塔；高楼,v
traffic,,交易 n. 流动的车辆或行人；交通；交易,v
law,,法律；法规；法学；律师行业；规律；法则,n
everyone,,每人；人人；各人,pron
lay,,放置；放下；铺；砌；下；产；设置；布置；使处于,v
plenty,,丰富；充足；大量,n
less,,更少地；更小地 adj. 更少的；更小的,adv
tutor,,辅导 n. 导师；家庭教师,v
girlfriend,,女朋友；女性朋友,n
condition,,训练；使适应；对…有重要影响 n. 状况；状态,v
thirsty,,口渴的；渴望的；渴求的,adj
improve,,改进；改善,v
snow,,下雪；用雪覆盖 n. 雪,v
try,,试图；努力；试验；试用；审讯；审理；考验；磨炼,v
lake,,湖,n
chicken,,小鸡；鸡肉,n
bush,,灌木；灌木丛,n
university,,大学,n
fruit,,水果；果实；成果；结果,n
cause,,使发生；引起；使遭受；给…带来 n. 原因；理由,v
wound,,使受伤；伤害 n. 创伤；伤口,v
teacher,,教师,n
twentieth,,第二十 n.  二十分之一,num
design,,设计；预订；指定；谋划；构思 n. 设计；构想；图样；图案；企图；图谋,v
extra,,特别地 adj. 额外的；特别的 n.  额外的事物；另外收费的事物,adv
busy,,忙的；专心的；繁忙的；热闹的；正在被占用的,adj
land,,靠岸；登陆；降落 n. 陆地；地面；土地；田地；国家；国土,v
department,,部；局；处；科；系,n
floor,,地面；地板；楼层；发言权；(海,n
exhibition,,展览,n
burn,,[burnt/burned-burnt/burned] 燃烧；点燃,v
modern,,现代的；新式的,adj
lamp,,灯,n
cry,,哭；哭泣；叫喊；鸣；叫；大声地说 n.  哭；哭声；叫喊；叫声,v
doctor,,医生；博士,n
english,,英语的；英国的 n. 英语,adj
obey,,服从；听从,v
lamb,,羔羊；小羊；羔羊肉,n
fantastic,,极好的；极出色的；了不起的；异想天开的；不实际的；奇异的；古怪的,adj
unfamiliar,,不熟悉的,adj
spoken,,口头的；口语的,adj
tidy,,整洁的；整齐的 v.  整洁；整齐,adj
wall,,筑墙围住；用墙隔开 n. 墙；壁；围墙,v
sport,,炫耀；卖弄 n. 运动,v
walk,,步行；散步；陪…走；护送…走,v
marry,,娶；嫁；和…结婚,v
concert,,音乐会；演奏会,n
pity,,n&v.  同情；怜悯；可惜；遗憾,
discussion,,讨论；谈论,n
supply,,供给；供应；满足；弥补 n. 供给；供应；存货；必需品,v
unimportant,,不重要的；琐碎的,adj
leg,,腿；腿部；腿；支柱,n
beautiful,,美丽的；完美的；出色的,adj
recycle,,回收利用；再应用,v
let,,[let-let]　允许；让；假设；出租；排放,v
state,,陈述；说明 n. 状态；情况；国家；政府；州,v
press,,压；按；挤；压榨；压迫；催促；逼迫 n. 报刊；报界；新闻界；出版社；压；按,v
welcome,,迎接；欢迎〔刚到达的人〕 adj. 〔某人〕受欢迎的 n. 欢迎；迎接 interjection. 欢迎〔用于对刚刚到达的人表示欢迎〕,v
meeting,,会议；集会；会合；相会；运动会,n
want,,想要；希望；需要,v
africa,,非洲,n
opposite,,对面的；对立的；相反的 n.  对立面；对立物,adj
pack,,捆扎；打包；挤在一起；塞满,v
each,,pron&adv.  各个；每个,
bamboo,,竹；竹子,n
mr.,,先生,n
difference,,差别；差异；差；差额；分歧,n
offend,,冒犯；得罪；伤害…的感情；使厌恶；使不舒服；违犯；违反,v
circle,,围着；圈出；环绕…移动；盘旋；环行 n. 圆；圆圈；圈子；界；阶层,v
thirty,,三十；三十个,num
cup,,杯子；杯；奖杯,n
polite,,有礼貌的；客气的；有教养的；文雅的,adj
cut,,[cut-cut；cutting] 切；剪；修剪；剪短；割破；划破；减少；削减；中断；停止,v
probably,,大概；或许；很可能,adv
entertainment,,娱乐；表演会；招待；款待,n
battery,,电池；蓄电池；排炮；炮组；一系列；一套,n
prize,,第一流的；了不起的 v.  珍视；奖赏；奖金；奖品；值得追求的东西,"adj,n"
two,,二；两个 n.  两个,num
chase,,追捕；追求；寻求,v
accident,,意外遭遇；事故,n
anyway,,不管怎么说；无论如何；不论以何种方式；无论从什么角度,adv
pop,,突然[出人意料]地从〔某物〕中出来；蹦出；离开；脱落 n. 流行音乐；流行歌曲,v
found,,创立；创办；创建,v
excuse,,原谅；宽恕；使免除；为…辩解；作为开脱…的理由,v
shout,,呼喊；呼叫 n.  呼喊；喊叫声,v
kitchen,,厨房；炊具,n
escape,,逃脱；逃走；避免；躲避 n.  逃脱；逃跑；逃避,v
funny,,有趣的；可笑的,adj
situation,,形势；局面；处境；环境；状况；位置；地点；场所；职位；职务,n
latest,,最近的,adj
think,,想；认为；以为,v
receive,,收到；接到；受到；遭到；接待；接见；欢迎,v
team,,合作；结成一队 n. 队；组,v
tragedy,,惨事；灾难；悲剧,n
watch,,注视；观看；看守；监视；照看；小心；当心 n.  表；看管；监视,v
speech,,讲话；演说；言语；言论；说话方式,n
clap,,n&v.  [clapped-clapped；clapping] 拍手；鼓掌,
purple,,n&adj.  紫色,
nice,,好的；令人愉快的；友好的；好心的；细致的,adj
jew,,犹太人；犹太教徒,n
thing,,事；事情；事件；物；东西；局面；情况；事态；所有物；用品,n
fashion,,流行款式；时兴式样；时尚；时兴,n
medical,,医学的；医疗的,adj
friendship,,友谊；友好,n
till,,prep&conj.  直到,
fridge,,电冰箱,n
lie,,[lay-lain；lying] 躺；平放；位于；处于(某种状,v
anymore,,再；更；还；目前；现在；今后,adv
smell,,气味 v. 闻出；闻到；嗅到,n
unable,,不能的；不会的,adj
late,,迟的；晚的；末期的；晚期的；最近的；新近的；已故的；以前的,adj
ham,,火腿,n
school,,学校；学院；系；学业；上课；学派；流派,n
continue,,继续；延续；延伸,v
avenue,,林荫道；道路；大街,n
hat,,帽子,n
shoot,,[shot-shot] 发射；射击；投；射门；投篮；拍摄；射杀；射伤；发芽,v
realize,,认识到；了解；实现,v
chest,,胸；胸腔；柜子；橱,n
eastern,,东方的；东部的,adj
chess,,国际象棋；棋,n
marathon,,马拉松长跑；持久比赛；〈喻〉拖时长久令人,n
last,,刚过去的；紧接前面的；最后的；最后剩下的；最不可能的；最不合适,adj
wash,,洗；洗去；冲；冲掉；洗衣；洗脸,v
doubt,,怀疑；不相信 n. 疑惑；怀疑,v
weight,,重量；体重；砝码；秤砣；重压；负担；重要性；重大,n
jacket,,短上衣；夹克,n
uncomfortable,,不舒服的；不舒适的；感到不安的；不自在的,adj
develop,,发展；开发；研制；成长；患；详尽阐述；发挥；使显影,v
pro,,〔相对于业余爱好者而言的〕专业人士；职业人员〔尤指职业运动员〕 adj. 职业性的；专业的 prep. 赞成的；支持的,n
warn,,警告；告诫；注意；通知,v
warm,,温暖的；暖和的；热情的；热心的；暖的,adj
district,,地区；区域；管区；行政区,n
chalk,,粉笔,n
page,,页；张,n
swim,,游水；游泳 n. 游泳,v
full,,满的；装满的；完全的；完整的,adj
memory,,记忆；回忆；纪念；存储,n
away,,向远处；离开 adj.  不在的；离开的,adv
scientist,,科学家,n
impossible,,不可能的；办不到的,adj
effort,,努力；尝试；努力的成果；成就,n
video,,录像的 v.  制作…的录像 n. 录像；录像带,adj
house,,供宿；给…房子住 n. 房屋；住宅；[H-]议院,v
wave,,挥手示意；波动；飘动；高潮；高涨 n. 波；波浪；挥动,v
anything,,无论什么东西；随便什么事情；任何东西；任何事情,pron
yesterday,,adv&n.  昨天,
schoolwork,,学校作业；课堂作业；家庭作业,n
furry,,毛皮的；盖着毛皮的,adj
early,,在开始阶段；在初期；提前；提早 adj. 早期的；提早的；提前的,adv
pain,,使痛苦 n. 痛；疼痛；痛苦；悲痛,v
disease,,疾病；病患；不健全；弊端,n
yes,,adv&n.  是；是的,
center,,集中于 n. 圆心；正中；中心,v
start,,发动；创办；开办；开始；着手；动身；出发；吃惊；惊奇,v
most,,最；极其；十分 adj.  最多的；最大的；大多数的；大部分的,adv
yet,,还；尚；仍然；已经；甚至；更 conj.  然而；但是,adv
teen,,青少年的 n. 少年男女；青少年,adj
engineer,,工程师；机械师,n
supper,,晚餐,n
pair,,成对；配对 n. 一双；一对；一副；一对夫妇；一对情侣,v
lifestyle,,生活方式,n
manage,,管理；控制；操纵；应付；设法做到,v
short,,简短地；突然地；唐突地 adj. 短的；矮的；简短的；短缺的；不足的,adv
time,,时间；时刻；次；回；时机；机会；倍；时代；时期,n
cabbage,,卷心菜；洋白菜,n
national,,国家的；全国的；民族的；国有的；国立的,adj
happy,,快乐的；愉快的；幸福的；令人满意的,adj
program,,节目单；节目；表演；演出；计划；方案；程序,n
myself,,我自己；我亲自；我本人,pron
three,,三；三个,num
put,,[put-put；putting] 放；摆；使处于；说；表达；提出；提交；记下,v
climb,,攀登；爬；上升；增长,v
hen,,母鸡；雌禽,n
her,,她 adj.  她的,pron
season,,季节,n
specifically,,明确地；特定地；具体地,adv
enter,,进入；参加；加入,v
lonely,,孤独的；寂寞的；荒凉的；人迹稀少的,adj
hey,,嘿,int
gallery,,画廊；美术馆；楼座；廊台；走廊,n
lesson,,课；教学单元；一堂课；一节课；教训；经验,n
destroy,,破坏；毁灭,v
moon,,月球；月亮；卫星,n
creative,,创造性的；具有创造力的,adj
provide,,供应；提供,v
light,,光线充足的；明亮的；淡 n. 光；光亮；光源；灯；火,adj
passenger,,乘客；旅客,n
tiny,,极小的；微小的,adj
primary,,最初的；最早的；首要的；根本的,adj
artist,,艺术家；画家；能手,n
lazy,,懒惰的；懒散的；慢吞吞的,adj
bright,,明亮的；光明的；聪明的；机灵的；欢快的；鲜艳的；清晰的,adj
alien,,外国的；外星的；陌生的；格格不入的 n.  外国人；外星人,adj
smart,,聪明的；精明的；高明的；漂亮的 n.  剧痛,adj
lot,,许多；大量；签；抽签；一块地；场地,n
tourist,,旅游者；观光者,n
low,,低的；矮的；低下的；低等的；粗劣的；低俗的；不充分的；缺乏的；意气,adj
theme,,主题；题目；【音】主旋律,n
wealth,,财富；财产；丰富；大量,n
wallet,,皮夹子,n
doll,,玩偶；玩具娃娃,n
chair,,担任主席 n. 椅子；主席；主席席位,v
centre,,集中于 n. 圆心；正中；中心,v
tennis,,网球,n
chat,,n&v.  [chatted-chatted；chatting] 闲谈；聊天,
fetch,,拿来；请来；叫来,v
choice,,选择；选择权；供选择的东西；被选中的东西,n
travel,,旅行；行进；被传送；被传播；走过；驶过 n. 旅行；游历,v
small,,小的；少的；不重要的,adj
door,,门；出入口；家；户,n
quick,,快；迅速地 adj. 快的；迅速的；灵敏的；敏捷的；性急的；不耐烦的,adv
fiction,,小说,n
before,,在…以前 prep. 在…以前；在…之前；先于；在…前面；在…面前,conj
dad,,爸爸,n
sixteenth,,第十六 n.  十六分之一,num
tell,,[told-told] 讲；告诉；吩咐；命令；说明；显示；分辨；区分,v
stomach,,承受；忍受；吃得下 n. 胃；胃口；肚子；腹部,v
husband,,丈夫,n
appointment,,约会；约定；任命；委派；职务；职位,n
experience,,经历；体验；感受 n. 经历；阅历；经验；体验,v
him,,他,pron
listen,,听；听信,v
hit,,[hit-hit; hitting] 打；击中；碰撞,v
his,,他的,pron
major,,较大的；主要的 v.  主修；专攻 n. 专业；少校,adj
beat,,[beat-beaten]　打；击；敲；打败；胜过；跳动,v
worldwide,,在世界各地；在全世界 adj. 世界范围的；全世界的,adv
bear,,忍受；忍耐；经受住 n. 熊,v
eighty,,八十,num
consider,,考虑；细想；认为；把…看作；关心；照顾,v
day,,天；一昼夜；白昼；白天；时期；时代；工作日,n
housework,,家务劳动,n
banana,,香蕉,n
island,,岛；岛屿,n
tree,,树,n
particular,,特定的；某一的；不寻常的；特别的；特有的；讲究的；挑剔的,adj
