word,phonetic,translation,part_of_speech
magnificent,,壮丽的；华丽的；极好的,adj
stagger,,摇晃；蹒跚 vt. 使吃惊；使错开；使交错 n. 蹒跚；踉跄,vi
irony,,反话；冷嘲；嘲弄；具有讽刺意味的事,n
restrict,,限制；约束；限定,vt
bandage,,绷带 vt. 用绷带绑扎,n
prevalence,,流行,n
scrap,,碎片；碎屑；废金属；残羹剩饭；少量；点滴 vt. 废弃；抛弃,n
syndrome,,综合病症；综合症状；一系列表现,n
tow,,n&vt. 拖；拉；牵引,
imperative,,必要的；紧急的；极重要的；命令的 n. 必要的事；必须完成的事；【语】祈使语气,adj
meadow,,草地,n
hitherto,,到目前为止；迄今,adv
energetic,,精力充沛的；充满活力的,adj
haul,,拖；拉；拖运；运送 n. 拖；拉；托运；一次获得的数量,vt
avail,,有帮助；有益；有用 n. 效用；利益；帮助,v
consequence,,结果；后果；重要；重大,n
linear,,线的；直线的；线状的；长度的；线性的,adj
robust,,强壮的；健康的,adj
dominant,,占优势的；支配的；统治的；居高临下的；高耸的,adj
premier,,首要的；首位的；首次的 n. 总理；首相,adj
peel,,剥落；脱皮 vt. 削…的皮；剥…的壳 n. 皮；外衣,vi
intellectual,,智力的 n. 知识分子,adj
reclaim,,要回；开垦；回收,vt
denounce,,谴责；指责；告发,vt
verge,,接近；濒临 n. 边；边缘,vi
pastry,,油酥面团；酥皮糕点,n
messenger,,送信人；信使,n
disable,,丧失能力；伤残,vt
irrespective,,不考虑的；不顾及的,adj
entity,,实体；独立存在体；实际存在物,n
prohibit,,禁止；不准,vt
bacteria,,细菌,n
fuel,,燃料；燃料剂 vt. 给…加燃料；刺激,n
hostile,,敌方的；不友善的,adj
reign,,当政；统治；占主导地位 n. 君主的统治；君主的统治时期,vi
tempo,,速度；节奏；行进速度,n
descendant,,后裔；后代,n
foresee,,预见；预知,vt
bruise,,青肿；挫伤；伤痕；擦痕 vt. 打青；使受淤伤；挫伤；伤害,n
associate,,把…联系在一起；使联合；结合；交往,v
gown,,女礼服；女裙服；长袍；罩衣,n
crawl,,n&v. 爬行；蠕动；缓慢行进,
identical,,完全相同的；同一的,adj
plead,,恳求；请求；申诉；答辩；辩护 vt. 为…辩护；提出…为理由,vi
kidney,,肾；肾脏,n
gleam,,n&vi. 闪亮；闪烁；闪现；流露,
ambitious,,有抱负的；雄心勃勃的；有野心的,adj
academic,,学院的；学术的；纯理论的；不切实际的 n. 大学教师,adj
function,,工作；运行；起作用 n. 功能；职务；【数】函数；重大聚会,vi
stock,,储备 adj. 常用的；常备的 n. 原料；库存品；股本；公债；世系；血统；汤汁；家畜；牲畜,v
sneak,,偷偷地走；溜 vt. 偷偷地做,vi
void,,无效的；没有的；缺乏的 n. 空虚感；寂寞感；真空；空白 vt. 使无效,adj
comparison,,比较；对照；比拟；比喻,n
surge,,蜂拥而出；洋溢；奔放；汹涌；奔腾 n. 洋溢；奔放；急剧上升；猛增；浪涛般汹涌奔腾,vi
swap,,n&v. 交换,
ritual,,作为仪式一部分的；例行的 n. 仪式；例行公事；老规矩,adj
liability,,责任；负债；债务；不利条件；起妨碍作用的人,n
hatch,,孵出；筹划；舱门；开口；孵化,"vt,n"
patriot,,爱国者；爱国主义者,n
tick,,发出滴答声 n. 记号；勾号；滴答声 vt. 给…标记号,vi
basis,,基础；根据；原则,n
tutor,,当…导师；当…家庭教师 n. 导师；家庭教师；私人教师,v
senator,,参议员,n
successive,,连续的；接连的,adj
quantify,,确定…的数量；量化,vt
reconcile,,使协调；使和解；使顺从；使甘心,vt
tempt,,吸引；引起…的兴趣；引诱；诱惑,vt
obligation,,义务；责任,n
paperback,,平装本；简装本,n
evil,,坏的 n. 邪恶；祸害,adj
rarely,,不常；难得,adv
hawk,,鹰；隼；“鹰派”人物 vt. 叫卖；兜售,n
twist,,缠绕；盘绕；转动；旋动；捻；搓；歪曲；曲解；扭歪；扭伤；曲折前进；转身 n. 扭弯；转折；转变；弯曲；曲折处,v
forthcoming,,即将到来的；可得到的；乐于提供消息的,adj
patriotic,,爱国的；有爱国心的；显示爱国精神的,adj
complication,,困难；难题；并发症,n
perplex,,使困惑；使费解；使复杂化,vt
combat,,战争；斗争；格斗 vt. 与…斗争；与…战斗,n
despise,,鄙视；看不起,vt
levy,,征收 n. 征税；税款,vt
indulge,,沉溺；纵容自己；肆意从事 vt. 使沉溺于；满足；纵容；迁就,vi
intimidate,,恐吓；威胁,vt
effective,,有效的；有影响的,adj
unity,,单一；统一；团结；和睦；协调,n
pursue,,继续；从事；追赶；追踪；追求,vt
vulgar,,粗野的；下流的；庸俗的；粗俗的,adj
catastrophe,,大灾难；灾祸,n
convey,,表达；传递；运送；输送,vt
design,,设计；预定；指定 n. 设计；构想；图样；企图,vt
generous,,慷慨的；宽厚的；大量的,adj
coincidence,,巧合；巧事；一致；符合,n
victim,,牺牲者；受害者,n
bust,,爆裂；坏掉 vt. 打破；打碎 n. 胸像；半身像；胸部；胸围,vi
skull,,颅骨；脑壳,n
hysterical,,情绪异常激动的；歇斯底里般的,adj
lane,,小路；跑道；航道；航线,n
contaminate,,弄脏；污染,vt
ammunition,,弹药；军火,n
chief,,主要的；为首的；总的 n. 首领；长官；酋长；族长,adj
accord,,相符合；相一致；相和谐；授予；赠与；给予 n. 一致；符合；谅解；协议,v
foremost,,最好的；最著名的；最重要的,adj
automatic,,自动的；必然发生的；无意识的 n. 自动机械,adj
despite,,不管；不顾,prep
consecutive,,连续的；连贯的,adj
probe,,探索；查究；调查；用探针探查；探测 n. 探针；探测器；探索；调查,v
assimilation,,同化；同化作用；消化,n
groan,,呻吟；抱怨；发出呻吟般的声音 n. 呻吟；抱怨；呻吟般的声音,vi
industrial,,工业的；产业的,adj
conduct,,举止；行为；指导；管理；实施,n
velvet,,天鹅绒；丝绒,n
quantitative,,量的；定量的,adj
stable,,稳定的；不变的；沉稳的；持重的 n. 厩；马厩；牛棚,adj
reunion,,重聚；团聚；聚会；联谊活动,n
fantastic,,极好的；极出色的；了不起的；极大的；难以相信的；异想天开的；不实际的；奇异的；古怪的,adj
drainage,,排水系统；下水道；排水；放水,n
respond,,回答；答复；作出反应；响应,vi
incident,,发生的事；事件,n
lame,,跛的；瘸的；站不住脚的；差劲的；蹩脚的,adj
tub,,桶；塑料杯；纸杯；盆；洗澡盆；浴缸,n
cluster,,群集；丛生 n. 串；簇；群；组 vt. 使群集；集中,vi
prey,,捕食；折磨；使烦恼 n. 被捕食的动物；捕获物；受害者,vi
apparatus,,器械；器具；仪器；机构；组织,n
lieutenant,,陆军中尉；海军上尉,n
tug,,用力拖 n. 拖船；猛拉；牵引,v
expedition,,旅行；远征；远征队；探险队；考察队；迅速；动作敏捷,n
decay,,腐烂；衰败 n. 腐烂；衰败状态,vi
grieve,,感到悲痛；伤心 vt. 使伤心；为…而伤心,vi
absorb,,吸收；吸引…的注意；使全神贯注；把…并入；同化,vt
concern,,关切的事；有关的事；关心；挂念；关系；关联；公司；企业 vt. 涉及；有关；使关心；使担心,n
fracture,,断裂；折断 n. 裂缝；裂痕；折断,v
rectify,,纠正；修复,vt
integrity,,正直；诚实；诚恳；完整；完全；完善,n
refrain,,抑制；克制；戒除 n. 叠句；副歌,vi
pact,,契约；协定；条约,n
notation,,记号；标记法,n
merge,,结合；合并；合为一体,v
liable,,易于…的；可能的,adj
recycle,,回收利用,vt
dock,,靠码头；进港 n. 码头；船埠；被告席 vt. 使靠码头；扣,vi
marsh,,沼泽；湿地,n
element,,成分；要素；元素；基础；纲要；自然力,n
confidential,,秘密的；机密的；表示信任的；担任机密工作的,adj
abundant,,丰富的；富裕的；大量的；充足的,adj
exclaim,,呼喊；惊叫,vi
ballet,,芭蕾舞；芭蕾舞剧；芭蕾舞团,n
mute,,缄默的；无声的；哑的；不会说话的；不发音的 vt. 消除；减轻,adj
courtesy,,谦恭有礼；有礼貌的举止,n
deteriorate,,恶化；变坏,vi
warehouse,,仓库；货栈,n
recognize,,认出；识别；承认；确认；认可；赏识；表彰；报偿,vt
restraint,,抑制；限制；克制；约束措施；约束条件,n
pollutant,,污染物质,n
bamboo,,竹；竹子,n
input,,输入；投入的资金；输入的数据 vt. 把…输入计算机,n
induce,,引导；劝；引起；导致,vt
abnormal,,反常的；异常的,adj
shrewd,,机灵的；敏锐的；精明的,adj
stereotype,,陈规；老套；固定的模式 vt. 对…形成固定看法,n
molecule,,分子,n
enroll,,入学；加入 vt. 招收；吸收,vi
resign,,辞职；听任 vt. 辞去；放弃；使顺从,vi
safeguard,,保护；维护 n. 预防措施；保证条款,vt
diligent,,勤勉的；勤奋的,adj
sophisticated,,老于世故的；高级的；精密的；复杂的；高雅的,adj
entertainment,,娱乐；文娱节目；表演会；招待；款待；请客,n
reside,,居住；定居；存在；在于,vi
indicative,,标示的；指示的；象征的；陈述的 n. 【语】陈述语气,adj
ward,,病房；区；受监护人,n
dread,,担忧；忧虑；惧怕 n. 担忧；畏惧,vt
scrutiny,,详细检查；仔细观察,n
chase,,n&vt. 追逐；追赶；追求,
accident,,意外；事故,n
promote,,促进；增进；发扬；提升；宣传；推销,vt
routine,,例行的；常规的 n. 例行公事；惯例；惯常的程序,adj
attack,,n&vt. 攻击；进攻；突然发作,
divorce,,离婚；离异 vt. 离婚；分离；脱离,n
tariff,,关税；税率；价目表；收费表,n
attach,,缚；系；贴；附加；使依恋；使喜爱；使附属；认为有,vt
graphic,,生动的；形象的；绘画的；文字的；图表的,adj
convict,,证明…有罪；宣判…有罪['kɒnvɪkt] n. 囚犯,vt
retention,,保留；保持,n
creation,,创造；创建；创造的作品；产物；宇宙；天地万物,n
legislation,,法律；法规；立法；法律的制定,n
dodge,,闪身躲开 vt. 回避；逃避 n. 托辞；伎俩；躲闪；躲避,vi
ingredient,,组成部分；原料；要素,n
surplus,,过剩的；多余的 n. 过剩；剩余；盈余,adj
consolidate,,巩固；加强；联为一体；合并,v
correspondence,,信件；函件；通信；通信联系；符合；一致；相似,n
inhibit,,阻止；妨碍；抑制,vt
refresh,,振作精神；恢复活力,v
intimate,,亲密的；个人的 n. 至交；密友 vt. 暗示；提示,adj
shove,,用力推；挤 vt. 乱推；挤；乱塞；随意放 n. 猛推,vi
theft,,偷窃；失窃,n
disclose,,揭露；泄露；透露,vt
religion,,宗教；宗教信仰,n
yacht,,快艇；帆船；游艇,n
mistress,,情妇；主妇；女主人,n
oxide,,氧化物,n
miniature,,小型的；微小的 n. 微小的模型；缩影；微型画；微型人物像,adj
clan,,宗族；家族,n
economical,,节约的；经济学的,adj
prosperous,,繁荣的；兴旺的,adj
polish,,磨光；修改；润色；使优美 n. 擦光剂,vt
reassess,,再评价,vt
cabinet,,橱；柜；内阁,n
optical,,眼的；视觉的；光学的,adj
evoke,,唤起；引起；使人想起,vt
insurance,,保险；保险费,n
dazzle,,使眩目；耀；使赞叹不已；使倾倒 n. 耀眼的光；令人赞叹的东西,vt
principle,,原则；原理；道义；基本信念；信条,n
thigh,,大腿,n
tedious,,冗长乏味的；沉闷的,adj
tilt,,倾斜；倾侧 n. 倾斜；倾侧,v
inferiority,,自卑；次等,n
participant,,参加者；参与者,n
initiate,,开始；创造；发起；使初步了解；接纳；让…加入 n. 新加入组织的人,vt
domestic,,本国的；家庭的；驯养的,adj
glare,,怒目而视；发射强光；发出刺眼的光线 n. 强光；怒视；瞪眼；炫耀；张扬,vi
irrigation,,灌溉,n
compile,,汇编；编制；编纂,vt
vitality,,活力；生机；元气,n
locomotive,,机车,n
tile,,瓦；瓷砖 vt. 铺瓦于；贴瓷砖于,n
donation,,捐款；捐赠物；捐赠；赠送,n
immense,,广大的；巨大的；无限的,adj
inherent,,内在的；固有的；生来就有的,adj
stability,,稳定；稳固,n
budget,,规划；安排；编预算 adj. 低廉的；收费公道的 n. 预算；预算拨款,v
radiate,,发出；辐射；流露；显示,v
given,,规定的；特定的；假设的；已知的；有癖好的；有倾向的 prep. 考虑到,adj
perish,,丧生；毁灭；消亡；失去弹性；老化,vi
pastime,,消遣；娱乐,n
ultimate,,最后的；最终的 n. 终极；顶点,adj
adapt,,使适应；改编,vt
prosecute,,起诉；告发 vt. 对…提起公诉；告发；检举；继续从事,vi
batch,,一批；一组；一群；一批生产量,n
merit,,长处；优点；价值；功劳；成绩 vt. 值得；应受,n
verbal,,口头的；用言辞的；用文字的；动词的,adj
solicitor,,初级律师；事务律师,n
intrinsic,,固有的；本质的；内在的,adj
proximity,,接近；邻近,n
luminous,,发光的；发亮的；光明的,adj
lash,,将系牢；鞭打；抽打；猛烈打击；猛烈抨击；严厉斥责 n. 鞭打；假睫毛；鞭梢,v
receipt,,发票；收据；收入；进款；收到；接到,n
assume,,假定；假设；臆断；承担；担任；呈现,vt
predestine,,预先确定；注定,vt
chant,,反复有节奏地喊叫；吟诵；咏唱 n. 反复有节奏的喊叫；赞美诗；圣歌,vt
destiny,,命运；定数；天命,n
capsule,,胶囊；航天舱；密封舱,n
concept,,概念；观念；设想,n
resistant,,抵抗的；抗…的；耐…的,adj
ozone,,臭氧,n
indefinite,,无限期的；模糊的；不确定的,adj
disaster,,灾难；灾祸；天灾；彻底的失败,n
ecology,,生态；生态学,n
minimal,,最小的；最低限度的,adj
cocktail,,鸡尾酒；餐前开胃小吃；混合物,n
enhance,,提高；增加；加强,vt
convention,,习俗；惯例；公约；会议,n
disease,,病；疾病；不健全；弊端,n
calcium,,钙,n
notwithstanding,,尽管,adv
suspicion,,怀疑；疑心；猜疑；一点儿；少量,n
purchase,,买；购买 n. 购买；购买的物品,vt
refusal,,拒绝,n
disposable,,可任意使用的 n. 一次性物品；不回收物品,adj
bypass,,旁道；迂回道 vt. 绕过；绕…走；越过；置…于不顾,n
silicon,,硅,n
clarity,,清楚；明晰,n
fund,,资金；基金；存款 vt. 为…提供资金,n
typical,,典型的；有代表性的,adj
recipient,,接受者；接收者,n
commonwealth,,[C-]英联邦；联邦；联合体,n
watt,,瓦,n
buzz,,发出嗡嗡声；忙乱；急行；发出嘈杂的谈话声 n. 嗡嗡声；嘈杂的谈话声,vi
finance,,财政；金融；财源；财务情况 vt. 为…提供资金,n
incur,,招致；引起；遭受,vt
notorious,,臭名昭著的；声名狼藉的,adj
assassination,,刺杀；暗杀,n
infant,,婴儿的；幼稚的 n. 婴儿,adj
gland,,腺,n
premise,,房屋和地基；经营场址；前提；假设,n
circus,,马戏；马戏团；喧闹的场面；环形广场,n
controversial,,引起争论的；有争议的,adj
attain,,达到；获得；完成,vt
deprive,,剥夺；使丧失,vt
tenant,,房客；佃户,n
resultant,,作为结果的；因而发生的,adj
pest,,有害生物；害虫；讨厌的人,n
pedal,,踩踏板；骑车 n. 踏板；踏脚 vt. 脚蹬；踩动…的踏板,vi
batter,,连续猛击 n. 面糊,v
heritage,,遗产；继承物；传统,n
supreme,,最高的；最大的；极度的；最重要的,adj
hostage,,人质,n
priority,,优先；重点；优先考虑的事,n
slope,,倾斜 n. 倾斜；斜面,v
inlet,,小湾；水湾；进口；入口,n
metallic,,金属的；金属制的；有金属特性的；像金属的,adj
shuttle,,穿梭般来回 n. 短程穿梭运行的飞机；航天飞机；梭子 vt. 短程穿梭运送,vi
regenerate,,新生；再生；起革新作用 vt. 使新生；重建；改革；革新,vi
allocate,,分配；分派；把…拨给,vt
latent,,潜在的；隐伏的；不易察觉的,adj
terrific,,极妙的；极大的；令人恐惧的,adj
standpoint,,立场；观点,n
primary,,首要的；主要的；基本的；最初的；初级的,adj
pirate,,非法盗印者；侵犯版权者；海盗 vt. 盗用；非法盗印,n
stubborn,,顽固的；执拗的；倔强的；难对付的；难于克服的,adj
formulate,,构想出；规划；系统地阐述,vt
consume,,消灭；毁灭 vt. 消费；吃完；喝光,vi
dome,,圆屋顶；穹顶,n
layer,,层；层次,n
alien,,外国的；外国人的；陌生的；性质不同的；不相容的 n. 外国人；外侨；外星人,adj
competence,,能力；胜任；称职,n
fuse,,熔合；合并；因保险丝熔断而中断工作 n. 保险丝；熔丝；导火线,v
elite,,[总称] 上层人士；掌权人物；实力集团；[总称]出类拔萃的人；精英,n
premium,,高级的；优质的；售价高的 n. 保险金；额外费用；加付款；奖品；赠品；额外津贴,adj
ornament,,装饰品；点缀品；装饰；点缀 vt. 装饰；点缀；美化,n
assure,,使确信；确保；向…保证,vt
pretext,,借口；托辞,n
ivory,,象牙；象牙色；乳白色,n
theme,,主题；题目,n
consult,,请教；查阅；商议,vt
solidarity,,团结一致,n
tumble,,跌倒；摔下；滚下；翻滚；暴跌；不由自主地卷入 n. 跌倒；摔倒,vi
gracious,,亲切的；和蔼的；优美的；雅致的；雍容华贵的 int. 天哪!,adj
smash,,猛撞；猛冲 vt. 使粉碎；使打烂；狠打；猛击；使破灭；使失败 n. 破碎；猛击；猛撞；轰动的演出；巨大的成功,vi
merely,,仅仅；只不过,adv
appropriation,,据为己有；占有；挪用；拨款,n
contradiction,,矛盾；不一致；否认；反驳,n
wealth,,财富；财产；丰富,n
henceforth,,从今以后；从此以后,adv
wallet,,皮夹子,n
survive,,活下来；继续存在；幸免于 vt. 从中挺过来；从…逃出；比…活得长,vi
desire,,想要；渴望 n. 愿望；欲望,vt
initial,,最初的；开始的 n. 首字母,adj
efficient,,效率高的；有能力的,adj
murmur,,n&v. 小声说；小声抱怨；咕哝；发出连续而低沉的声音,
fury,,狂怒；暴怒；狂暴；狂烈,n
unify,,使联合；统一；使相同；使一致,vt
muddy,,泥泞的；沾满烂泥的；灰暗的；暗淡的；模糊的；糊涂的 vt. 使沾上烂泥；使显得扑朔迷离,adj
hound,,猎犬 vt. 追逼；烦恼；纠缠,n
consistent,,坚持的；一贯的；一致的；符合的,adj
dole,,救济；救济金 vt. 发放；发给,n
reverse,,反向；倒转 adj. 反向的；相反的；颠倒的 vt. 撤销；废除；使完全相反；彻底转变；使反转；使次序颠倒 n. 相反情况；对立面；反面；背面；后面；损失；倒退,vi
barren,,贫瘠的；荒芜的；不结果实的；不育的；无益的；没有结果的,adj
eternal,,永久的；永世的；无休止的；永恒的；永不改变的,adj
permanent,,永久的；固定的,adj
foster,,收养的 vt. 收养；养育；培养；促进,adj
barely,,仅仅；只不过；几乎不,adv
prevalent,,流行的；普遍的,adj
cling,,紧紧抓住；黏着；挨近；依附；依恋；坚持；墨守；忠实于,vi
incidence,,发生率,n
clip,,夹子；回形针；别针；弹夹；弹仓；剪；修剪；剪报；电影片断 vt. 夹住；扣住；剪；修剪,n
beam,,面露喜色；定向发出；播送 n. 梁；横梁；束；柱；笑容；喜色,v
compact,,紧凑的；小巧的；坚实的 vt. 把…压实；使坚实['kɔmpækt] n. 契约；合同,adj
alliance,,结盟；联盟,n
invaluable,,非常宝贵的；极为贵重的；无价的,adj
fiction,,小说；虚构；杜撰,n
doom,,注定；命定 n. 厄运；劫数,vt
cucumber,,黄瓜,n
aviation,,航空；航空学；飞机制造业,n
pessimistic,,悲观的,adj
denote,,意思是；表示；是…的标志,vt
emphasis,,强调；重视；重要性,n
interrupt,,打断；中止；打扰,v
propagate,,繁殖；增殖；传播；宣传；普及,v
feasible,,可行的；可能的,adj
majesty,,陛下；雄伟；壮丽；庄严,n
flatter,,向…谄媚；奉承；使满意；使感到荣幸；使显得好看；使显得突出,vt
potential,,潜在的；可能的 n. 潜力；潜能,adj
necessitate,,成为必要；需要,vt
orthodox,,传统的；正统的；正宗的,adj
accustomed,,惯常的；习惯的,adj
combination,,结合；联合；化合,n
obtain,,通用；流行；存在 vt. 获得,vi
statesman,,国务活动家；政治家,n
tack,,平头钉；大头钉；行动方向；方针 vt. 用平头钉钉；附加；增补,n
gross,,总的；严重的；粗俗的；臃肿的,adj
lounge,,倚；躺；闲逛；闲荡 n. 休息厅；休息室,vi
porch,,门廊,n
workshop,,车间；工场；专题讨论会,n
format,,设计；安排；格式；样式；版式 vt. 使格式化,n
sacrifice,,n&v. 牺牲；舍身；献祭；供奉；祭品,
illegal,,不合法的；非法的,adj
corps,,队；部队；一组,n
eclipse,,食；消失；黯然失色 vt. 食；遮掩光；使暗淡；使失色；使相形见绌,n
formal,,正式的；礼仪上的,adj
correlate,,相关；关联 vt. 使相互关联,vi
soar,,猛增；剧增；高飞；升腾；高涨；高耸；屹立,vi
commute,,乘公交车上下班；经常乘车往返于两地 vt. 减；折合；折偿；上下班交通,vi
sustain,,保持；使持续下去；供养；维持；支持；支撑；经受；遭受,vt
critical,,决定性的；批评的,adj
shepherd,,牧羊人；羊倌 vt. 带领；引导,n
outcry,,大声疾呼；呐喊；强烈抗议,n
radiant,,容光焕发的；喜形于色的；光芒四射的；光辉灿烂的；辐射的,adj
principal,,最重要的；主要的 n. 负责人；校长；资本；本金；主要演员；主角,adj
exceedingly,,极端地；非常,adv
uphold,,支持；维护,vt
exotic,,外来的；异国情调的；奇异的,adj
relief,,轻松；宽慰；缓解；减轻；解除；使得到调剂；接替；替下,n
boycott,,n&vt. 抵制；拒绝参与,
dimension,,尺寸；尺度；面积；方面；特点；面积；规模,n
deserve,,应受；值得,vt
process,,过程；制作方法；程序 vt. 加工；办理,n
revenge,,报复；报仇 vt. 为…报仇；报…之仇,n
restore,,恢复；使恢复；修复；整修；归还；交还,vt
subscribe,,订阅；订购；同意；赞成 vt. 捐助；赞助,vi
distill,,蒸馏；用蒸馏法提取；吸取；提炼,vt
alternative,,两者选一的；供选择的；另类的 n. 替换物；选择；选择的自由,adj
concentration,,集中；专注；专心；浓缩；浓度,n
velocity,,速度；速率,n
encounter,,遭遇；遇到 n. 遭遇,vt
fellowship,,伙伴关系；交情；友谊；团体；协会；联谊会；奖学金；研究员职位,n
colleague,,同事；同僚,n
approve,,赞成；称许 vt. 赞成；称许；批准,vi
interaction,,相互作用,n
pedestrian,,步行者；行人,n
interfere,,干涉；干预；妨碍,vi
apartment,,一套公寓房间,n
account,,说明…的原因；占… n. 记述；解释；账目,vi
fitting,,适合的；恰当的 n. 设备；家具；日用器具；配件；附件；零件；试穿；试衣,adj
stack,,堆；垛 vt. 堆积；堆放于,n
radioactive,,放射性的；有辐射能的,adj
resent,,对…表示愤恨；怨恨,vt
stride,,大踏步走 n. 大步；步法；步态；进展；进步,vi
ambiguous,,引起歧义的；模棱两可的；含糊不清的,adj
impulsive,,冲动的,adj
qualitative,,性质的；定性的,adj
diverse,,不一样的；相异的；多种多样的,adj
crisp,,脆的；鲜脆的；挺括的；清新的；干冷的；简明扼要的；利落的 n. 油炸土豆片,adj
prime,,首要的；最好的 n. 青春；全盛时期 vt. 使准备好,adj
intellect,,智力；理解力；才智非凡的人,n
preference,,喜爱；偏爱；优先；偏爱的事物,n
mild,,温柔的；温暖的；轻微的,adj
loyal,,忠诚的；忠心的,adj
impact,,影响；作用；冲击 n. [Im'pækt],v
paralysis,,麻痹；瘫痪；中风；无能；无力,n
court,,法院；法庭；庭院；宫廷；球场,n
chapel,,小教堂；祈祷室,n
distort,,变形 vt. 歪曲；曲解；扭曲；使变形,vi
subsidiary,,辅助的；次要的；附设的 n. 子公司；附属机构,adj
venture,,冒险；大胆行事 n. 风险投资；风险项目 vt. 拿…冒险；敢于,vi
discern,,看出；察觉出；识别；认出,vt
enthusiasm,,热情；热心；热忱；巨大兴趣,n
flexible,,易弯曲的；灵活的,adj
domain,,领域；范围；领地；势力范围,n
census,,人口普查；统计,n
corpse,,死尸；尸体,n
willful,,故意的；特意的,adj
attitude,,态度；看法；姿势,n
relative,,有关系的；相对的 n. 亲属；亲戚,adj
compare,,比较；对照；把…比作,vt
depict,,描绘；描述,vt
hop,,单足跳跃；单足跳行；齐足跳跃；齐足跳行 vt. 跳上 n. 蹦跳；短程航行,vi
characteristic,,特有的；典型的 n. 特性,adj
involvement,,连累；包含,n
pave,,铺；铺筑,vt
integral,,构成整体所必需的；基本的,adj
lubricate,,使润滑,vt
comet,,彗星,n
deadline,,最后期限,n
bully,,恃强欺弱者 vt. 威吓；欺负,n
chip,,屑片；碎片；炸土豆条；集成电路片；集成块；缺口；瑕疵,n
medieval,,中世纪的；中古的,adj
tanker,,油轮,n
involve,,使卷入；牵涉；包含；含有,vt
pistol,,手枪,n
assemble,,集合；召集 vt. 集合；聚集；装配,vi
watertight,,不透水的；防水的；严密的；无懈可击的,adj
transition,,过渡；转变,n
repel,,使厌恶；击退；逐回；驱除；排斥,vt
mutter,,n&v. 轻声低语；小声抱怨,
series,,一系列；连续；丛书；连续剧,n
complicated,,复杂的；难懂的,adj
junk,,废旧物品；破烂 vt. 丢弃；废弃,n
maximum,,最大的；最高的；顶点的 n. 最大量；顶点,adj
thrive,,兴旺；繁荣；旺盛,vi
imaginative,,富有想象力的；爱想象的,adj
penguin,,企鹅,n
represent,,作为…的代表；表示；象征；描绘；表现,vt
masterpiece,,杰作,n
compete,,比赛；竞争；对抗,vi
tolerant,,宽容的；容忍的,adj
dispatch,,派遣；调遣；发送 n. 急件；快信；新闻报道；派遣；调遣,vt
emergency,,紧急情况；突然事件,n
dim,,昏暗的；朦胧的；模糊不清的 v. 变暗淡,adj
paralyze,,使瘫痪；使麻痹；使丧失作用；使惊愕；使呆若木鸡,vt
interpersonal,,人与人之间的；关于人与人之间关系的,adj
exemplary,,可作楷模的；典范的,adj
faculty,,才能；能力；系；科；全体教员,n
layoff,,解雇；裁员；歇工期；停工期,n
wretched,,极不愉快的；难受的；可怜的；令人苦恼的；讨厌的；拙劣的,adj
absurd,,荒谬的；荒唐的,adj
modesty,,谦虚,n
considerate,,考虑周到的；体贴的；体谅的,adj
glamor,,魅力；诱惑力,n
clue,,线索；暗示；提示,n
bracket,,括号；等级段；档次；壁架；托架 vt. 把…置于括号内；把…归入同一类,n
legal,,法律的；合法的,adj
midst,,中部；中间；当中,n
trait,,特征；特点；特性,n
radius,,半径；半径范围,n
disintegration,,破裂；分裂；瓦解,n
signal,,显著的；重大的 n. 信号；暗号；标志；表示 vt. 发信号；标志着,adj
impair,,损害；损伤；削弱,vt
dolphin,,海豚,n
sightseeing,,观光；游览,n
stray,,走失；迷路；分心；走神；离题 adj. 迷路的；走失的；孤立的；零星的 n. 走失的家畜,vi
planet,,行星,n
exhaust,,使筋疲力尽；用尽；详尽论述 n. 排气装置；废气,vt
thereafter,,之后；以后,adv
soluble,,可溶的；可解决的,adj
feast,,尽情地吃；宴饮；参加宴会 n. 盛宴；筵席；节日,vi
vision,,想象力；梦幻；视力；视觉,n
accompany,,陪同；伴随；为…伴奏,v
armor,,盔甲；装甲；保护物,n
acceptance,,接受；承认；容忍,n
beneficial,,有利的；有益的,adj
paradise,,天堂；乐园,n
tackle,,对付；处理；与…交涉；阻截；擒抱 n. 阻截；擒抱；用具；钓具；辘轳；滑车,vt
reckon,,认为；估计；指望；盼望；测算；测量,vt
confusion,,困惑；糊涂；混淆；骚乱,n
distract,,转移；使分心,vt
hinge,,以…为转移 n. 铰链 vt. 装铰链,vi
virtual,,实质上的；事实上的；实际上的,adj
squeeze,,压榨；挤 n. 榨取；勒索,v
blank,,空白的；茫然的；无表情的 n. 空白；空白表格,adj
additional,,附加的；追加的,adj
worthy,,有价值的；值得的,adj
primarily,,首先；主要地,adv
telecommunications,,通信；电信,n
ferry,,渡船 vt. 渡运,n
ignore,,不顾；不理；忽视,vt
hemisphere,,地球的半球；大脑半球,n
reception,,招待会；欢迎会；接受；接纳；接待；迎接；接收效果,n
applaud,,鼓掌；喝彩 vt. 向…鼓掌；向…喝彩；称赞；赞许,vi
outward,,向外地 adj. 外面的；外表的,adv
lunar,,月的；月球的,adj
poetry,,诗；诗歌；诗集,n
jury,,陪审团；评奖团,n
arrogant,,傲慢的；自大的,adj
idiot,,白痴；傻子；笨蛋,n
relay,,接力赛；中继转播 vt. 传送；传达；转述；中继转播,n
priest,,神父；牧师,n
monitor,,班长；监视器；检测器；显示器 vt. 监听；检测,n
