word,phonetic,translation,part_of_speech
protect,,保护；保卫；警戒,v
airline,,航空公司,n
military,,军事的；军人的,adj
negro,,黑人,n
deep,,深的；纵深的,adj
storey,,（层）楼,n
willing,,愿意的；心甘情愿的,adj
quarter,,四分之一；一刻钟,n
obey,,顺从,v
pattern,,型；式样；模；模型,n
lightly,,轻轻地；轻松地,adv
suppose,,猜想；假定,v
case,,情况；病例；事实,n
overcoat,,外衣；大衣,n
installation,,安装；装置；设施,n
niece,,侄女；外甥女,n
incline,,斜坡 v. 使倾斜,n
superficial,,肤浅的；表面的,adj
appointment,,约定；约会；任命,n
tyre,,轮胎；车胎,n
failure,,失败；失败的人,n
beauty,,美；美丽；美人,n
painting,,油画；绘画；着色,n
frown,,皱眉；蹙额,v
drown,,淹死；溺死,v
resemble,,像；类似,v
pressure,,压力；〔工作或生活中的〕压力；压；按,n
remarkable,,异常的；非凡的,adj
muscle,,肌肉；肌；体力,n
nap,,小睡；打盹；瞌睡,n
polish,,磨光；使优美,v
company,,公司；商号；同伴,n
critical,,批评的；决定性的,adj
renew,,使更新,v
maintain,,维持；赡养；维修,v
computer,,计算机；电脑,n
feasible,,可行的；可能的,adj
transformer,,变压器,n
vehicle,,车辆；机动车,n
politician,,政治家；政客,n
regard,,把…看作,v
oral,,口头的；口的,adj
height,,高；高度；高处,n
approximately,,近似地；大约,adv
long,,渴望；极想念,v
bit,,一点；一些；小片,n
sole,,脚底；鞋底；袜底,n
imprison,,关押；监禁；限制,v
folk,,人们；家属；亲属,n
carve,,刻；雕刻；切开,v
practice,,练习；实践；业务,n
element,,成分；要素；元素,n
rapid,,快的,adj
rational,,理性的；出于理性的,adj
indispensable,,必不可少的；必需的,adj
contact,,与…联系,v
treatment,,待遇；治疗；疗法,n
insure,,给…保险；确保,v
excellent,,优秀的；杰出的,adj
loyal,,忠诚的；忠心的,adj
dull,,枯燥的；不鲜明的,adj
ghost,,鬼；灵魂；鬼魂,n
mortal,,终有一死的；致死的,adj
identify,,认出；识别；鉴定,v
iron,,铁 v. 烫（衣）,n
china,,中国,n
collision,,碰撞；冲突,n
harmful,,有害的,adj
volume,,音量；容积；卷；册,n
bull,,公牛；雄的象,n
mask,,面具；伪装 v. 掩饰,n
crime,,犯罪；罪；罪行,n
debate,,争论；辩论 v. 争论；辩论,n
newspaper,,报纸；报,n
criticize,,批评；非难；评论,v
pencil,,铅笔,n
courage,,勇气；胆量；胆识,n
forehead,,额头；前部,n
perceive,,理解；察觉；发觉,v
place,,地方；地点；住所,n
joke,,笑话 v. 说笑话,n
sheet,,被单；纸张；薄板,n
dot,,点；圆点 v. 打点于,n
balance,,使平衡 n. 天平,v
melon,,瓜；甜瓜,n
injure,,伤害；损害；损伤,v
cucumber,,黄瓜,n
flame,,火焰；热情,n
less,,更少的 adv. 更少地,adj
peace,,和平；平静；和睦,n
solve,,解决；解答；解释,v
basis,,基础；根据,n
once,,一次；曾经,adv
bus,,公共汽车,n
husband,,丈夫,n
haircut,,理发,n
kiss,,吻 n. 吻,v
pet,,爱畜；宠儿,n
harvest,,收获；收成 v. 收割,n
considerable,,相当大的；重要的,adj
cordial,,真诚的；诚恳的,adj
sketch,,略图；速写；概略,n
avenue,,大街；林荫道；道路,n
bright,,明亮的；聪明的,adj
intimate,,亲密的；个人的,adj
locate,,探明；找出；查出,v
pride,,骄傲；自豪 v. 自夸,n
ore,,矿；矿石；矿砂,n
cupboard,,碗柜；碗碟橱；食橱,n
battery,,电池；一套；一组,n
impression,,印象；印记,n
waterproof,,不透水的；防水的,adj
find,,找到；找出；发觉,v
chapter,,章；回；篇,n
powerful,,有权威的；强有力的,adj
overtime,,加班；加班的时间,n
carrier,,运输工具；运载工具,n
troop,,军队；一群；大量,n
garbage,,垃圾；污物；废料,n
literature,,文学；文献,n
excessive,,过多的；极度的,adj
nasty,,龌龊的；淫猥的,adj
aboard,,在船（车）上；上船,adv
outdoor,,户外的；室外的,adj
accuse,,指责；归咎于,v
heaven,,天堂；天；天空,n
include,,包括；包含,v
poisonous,,有毒的；有害的,adj
medicine,,内服药；医学,n
europe,,欧洲,n
examine,,检查；仔细观察,v
halt,,停止；立定 n. 停住,v
endure,,忍受；容忍,v
opening,,开始的 n. 开始,adj
silence,,沉默 v. 使沉默,n
missile,,导弹；发射物,n
executive,,执行的 n. 执行者,adj
reliability,,可靠性,n
granddaughter,,孙女；外孙女,n
occasional,,偶然的；临时的,adj
fortunate,,幸运的；侥幸的,adj
ear,,耳朵；听力；听觉,n
sequence,,次序,n
guarantee,,保证；担保物,n
link,,有环连接 n. 环,v
actual,,实际的,adj
after,,在…以后；次于,prep
access,,通道；入口,n
recently,,最近；新近,adv
intellectual,,知识分子 adj. 智力的,n
rotate,,旋转,v
deck,,甲板；舱面；层面,n
plough,,犁 v. 犁；耕,n
poison,,毒；毒药 v. 毒害,n
perhaps,,也许；可能；多半,adv
acid,,酸 adj. 酸的；酸性的,n
elect,,选举；推选；选择,v
cent,,分；分币,n
arbitrary,,随心所欲的；专断的,adj
either,,det；（两者）任何一个,pron
atlantic,,大西洋的 n. 大西洋,adj
actor,,演剧的人,n
fever,,发热；发烧；狂热,n
mostly,,主要的；大部分,adv
player,,游戏的人；比赛者,n
swell,,膨胀；增长；隆起,v
experience,,经验；感受；经历,n
creative,,创造性的；创作的,adj
perfect,,完美的；完全的,adj
affection,,慈爱；爱；爱慕,n
largely,,大部分；大量地,adv
extent,,程度；广度；范围,n
better,,较好的 adv. 更好地,adj
disappear,,消失；不见；失踪,v
motivate,,促动；激励；激发,v
moreover,,再者；加之；此外,adv
regulate,,管理；控制；调整,v
respectively,,各自地；分别地,adv
exit,,出口；退场 v. 退出,n
chairman,,主席；议长；会长,n
journal,,日报；杂志；日志,n
below,,在…下面（以下）,prep
belief,,信念；信任；相信,n
minority,,少数；少数民族,n
over,,在…上方；超过,prep
conversation,,会话；非正式会谈,n
factory,,工厂；制造厂,n
cherry,,樱桃；樱桃树,n
consent,,同意；赞成 v. 同意,n
else,,其它；另外 adj. 别的,adv
mouse,,鼠；耗子,n
disk,,圆盘；唱片；磁盘,n
legal,,法律的；合法的,adj
fundamental,,基础的；基本的,adj
liquor,,酒,n
ancient,,古代的；古老的,adj
pillow,,枕头,n
grip,,握紧；抓牢 n. 紧握,v
limitation,,限制；限度；局限,n
chief,,首席的；主要的,adj
dark,,暗的；黑色的,adj
stoop,,俯身；弯身 n. 曲背；驼背,v
parliament,,议会；国会,n
weld,,焊接；熔接 n. 焊接点,v
hang,,挂；悬；吊死,v
pacific,,和平的 n. 太平洋,adj
regulation,,规则；规章；管理,n
against,,倚在；逆；对着,prep
blood,,血；血液；血统,n
life,,生命；一生；寿命,n
cannon,,大炮；火炮；榴弹炮,n
evening,,傍晚；黄昏；晚上,n
confine,,禁闭；限制,v
ceiling,,天花板；顶蓬,n
ashamed,,惭愧（的）；羞耻（的）,adj
just,,正好；只是；刚才,adv
necessity,,必要性；必然性,n
mercury,,水银；汞,n
materialism,,唯物主义,n
let,,允许；让；使,v
darling,,亲爱的人；宠儿,n
billion,,万亿（英）,num
frame,,框架；框子；构架,n
cheek,,面颊；脸蛋,n
incident,,发生的事；事件,n
head,,头；上端 v. 率领,n
acquaintance,,熟人；认识；了解,n
fifty,,五十；五十个,num
people,,人；人民；民族,n
injection,,注射；注入,n
fetch,,拿来；请来；接去,v
indignant,,愤慨的；义愤的,adj
carpenter,,木工；木匠,n
function,,功能；职务；函数,n
transparent,,透明的；易识破的,adj
exposure,,暴露；揭露；曝光,n
sightseeing,,观光；游览,n
around,,在…周围,prep
everybody,,每人；人人,pron
cart,,二轮运货马车,n
theoretical,,理论（上）的,adj
herd,,兽群；牧群 v. 放牧,n
fatal,,致命的,adj
england,,英格兰；英国,n
sportsman,,运动员,n
intensity,,强烈；剧烈；〔光、声等的〕强度,n
violet,,紫罗兰,n
agree,,同意；持相同意见,v
lens,,镜头；透镜；镜片,n
attitude,,态度；看法；姿势,n
dirt,,尘；污物；污垢；土,n
assemble,,集合；召集；装配,v
slender,,细长的；微薄的,adj
sticky,,粘性的；胶粘的,adj
drawer,,抽屉,n
dormitory,,集体寝室；宿舍,n
ray,,光线；射线；辐射线,n
delicious,,美味的；怡人的,adj
admit,,承认；准许…进入,v
thread,,线；丝；螺纹；头绪,n
poet,,诗人,n
somehow,,由于某种原因,adv
mate,,伙伴；同事；配偶,n
character,,性格；角色；特性,n
across,,横过；在…对面,prep
organ,,器官；管风琴；机构,n
gesture,,姿势；手势；姿态,n
equality,,等同；平等；相等,n
landlady,,女房东；女地主,n
attend,,出席；照顾；护理,v
proof,,证据；证明；校样,n
cover,,盖；包括 n. 盖子,v
fasten,,扎牢；扣住,v
push,,推；鼓励；敦促；逼迫,v
rib,,肋；肋骨,n
light,,轻的；少量的,adj
stir,,搅动；搅和；搅拌,v
earthquake,,地震；大震荡,n
concentration,,专注；集中；浓度,n
make,,做；制造；使,v
wind,,绕；缠绕,v
guilty,,内疚的；有罪的,adj
blaze,,火；闪光 v. 燃烧,n
invest,,投资；投入,v
cloudy,,多云的；云一般的,adj
grandson,,孙子；外孙子,n
feeling,,感觉；知觉；感情,n
trap,,陷阱；诡计 v. 诱骗,n
race,,比赛；竞赛；竞争,n
overlook,,忽略；未注意到；眺望,v
spade,,铲；铁锹,n
whistle,,口哨 v. 吹口哨,n
action,,行动；作用；功能,n
bolt,,插销；螺栓 v. 闩门,n
drug,,药；药物；药材,n
nitrogen,,氮,n
listen,,听；留神听；听从,v
murderer,,杀人犯；凶手,n
evidence,,根据；证据；证人,n
inhabitant,,居民；住户,n
instead,,代替；顶替；反而,adv
alike,,相像；十分相似,adj
lesson,,功课；课；课程,n
medium,,媒质 adj. 中等的,n
lest,,以免；惟恐,conj
cancel,,取消；撤销,v
butter,,黄油；奶油,n
pill,,药丸；丸剂,n
fairly,,相当；公平地,adv
horn,,号角；喇叭；角,n
melt,,融化,v
preposition,,前置词；介词,n
fruitful,,多产的；肥沃的,adj
middle,,中部 adj. 中部的,n
leap,,跳；跃 n. 跳跃,v
million,,百万 n. 许多,num
know,,知道；认识；通晓,v
biology,,生物学,n
voluntary,,自愿的；志愿的,adj
acquire,,取得；获得；学到,v
independent,,独立的；自主的,adj
wheel,,轮；车轮,n
hole,,洞；孔眼；裂开处,n
symbol,,象征；符号；记号,n
curious,,好奇的；稀奇古怪的,adj
bay,,湾,n
forbid,,禁止；不许；阻止,v
refer,,谈到,v
finally,,最后,adv
nylon,,尼龙；耐纶,n
ambition,,雄心；抱负；野心,n
electric,,电的；电动的,adj
velocity,,速度,n
relax,,使松弛,v
golf,,高尔夫球,n
bone,,骨；骨骼,n
glory,,光荣；荣誉的事,n
interpret,,口译；解释；说明,v
want,,需要；缺乏,n
mood,,心情；情绪；语气,n
coach,,长途公共汽车,n
examination,,考试；检查；细查,n
kindness,,仁慈；好意,n
terror,,恐怖；惊骇,n
heroine,,女英雄；女主角,n
cricket,,板球；蟋蟀,n
retreat,,（被迫）退却；后退,v
curve,,曲线；弯 v. 弄弯,n
structural,,结构的；构造的,adj
via,,经过；通过,prep
misunderstand,,误解；误会；曲解,v
pond,,池塘,n
precaution,,预防；警惕,n
shore,,滨；岸,n
autumn,,秋；秋季,n
prospect,,展望；前景；前程,n
question,,问题；疑问,n
front,,前面的 n. 前部,adj
broadcast,,广播；播音,n
background,,背景；经历；后景,n
appearance,,外观；出现；来到,n
fur,,软毛；毛皮；裘皮,n
pronoun,,代词,n
coarse,,粗的；粗糙的,adj
clarify,,澄清；阐明,v
remote,,相隔很远的；冷淡的,adj
investigation,,调查；调查研究,n
boat,,小船；艇,n
attractive,,有吸引力的,adj
occupy,,占领；占；占有,v
agony,,极度痛苦,n
platform,,站台；讲台；平台,n
communism,,共产主义,n
not,,不；没有,adv
intensive,,加强的；精耕细作的,adj
maybe,,大概；或许；也许,adv
disgust,,厌恶；憎恶,n
utilize,,利用,v
protection,,保护,n
connect,,连接；连结；联系,v
cancel,,取消；撤销；删去,vt
explosive,,爆炸的；极易引起争论的 n. 炸药,adj
numerous,,众多的,adj
govern,,居支配地位；占优势 vt. 统治；治理；支配,vi
analyse,,分析；分解；解析,vt
discourage,,使泄气；使灰心；阻止；劝阻,vt
resemble,,像；类似于,vt
remote,,遥远的；偏僻的；关系疏远的；脱离的；微乎其微的；孤高的；冷淡的；遥控的,adj
salary,,薪金；薪水,n
pollution,,污染；污染物,n
pretend,,装作；假装,vt
kettle,,水壶,n
wreck,,失事；残骸；精神或身体已垮的人 vt. 破坏,n
drunk,,醉的；陶醉的,adj
calculate,,计算；估计；计划,vt
persistent,,坚持的；不屈不挠的；持续不断的；反复出现的,adj
sake,,缘故；理由,n
conceal,,把…隐藏起来；掩盖；隐瞒,vt
audience,,听众；观众；读者,n
meanwhile,,与此同时,adv
possess,,占用；拥有,vt
competent,,有能力的；能胜任的,adj
investment,,投资；投资额；投入,n
neutral,,中立的；中性的,adj
scratch,,抓；搔；扒；刮；擦；刻出 n. 抓痕；划痕；抓；搔；刮,v
optional,,可以任选的,adj
require,,需要；要求；命令,vt
circular,,圆的；循环的；兜圈子的 n. 通知；通告,adj
analysis,,分析；分析报告；分解；解析,n
click,,发出咔嗒声；点击 n. 咔嗒声,v
fashionable,,流行的；时髦的,adj
devise,,设计；发明,vt
apparent,,表面上的；明显的,adj
journalist,,新闻工作者；新闻记者,n
exposure,,暴露；揭露；曝光,n
temper,,韧度；心情；情绪 vt. 调和；使缓和；【冶】使回火,n
protective,,保护的；防护的,adj
sideways,,adv&adj. 从一边；向一边；在一边；斜着；侧身,
multicultural,,融合多种文化的,adj
object,,反对；不赞成 n. 实物；物体；目的；目标；对象；客体；宾语,vi
humble,,谦逊的；地位低下的；简陋的,adj
chapter,,章；回；篇,n
harbour,,海港；港口 vt. 庇护；心怀,n
independent,,独立的；自主的；无偏见的；不相关联的,adj
carriage,,客车厢；四轮马车,n
cliff,,悬崖；峭壁,n
infinite,,无限的；无穷的,adj
concede,,承认；承认…为真；承认失败；允许；让予；让步；认输,vt
elect,,选举；推选；选择,vt
weekly,,每周 adj. 每周的,adv
result,,发生；结果 n. 结果；成果；比分,vi
golf,,高尔夫球运动,n
selfish,,自私的；利己的,adj
sexism,,性别偏见；性别歧视,n
commission,,委任状；委员会；佣金；回扣；授权；委托 vt. 委任；委托,n
headline,,大字标题；新闻提要,n
connect,,连接；结合；联系；给…接通电话,vt
rational,,理性的；理智的；合理的,adj
policy,,政策；方针；保险单,n
editorial,,编辑的；主笔的；编者的；社论的；社论式的 n. 社论；重要评论,adj
resume,,重新开始；继续；恢复 n. 摘要；概要；简历,vt
rebuild,,重建；改造；复原,v
committee,,委员会；全体委员,n
namely,,即；也就是,adv
artistic,,艺术的；艺术家的；富有艺术性的；精美的；精彩的,adj
union,,工会；联盟；联合；团结；一致,n
plentiful,,丰富的；充足的；大量的,adj
halt,,停止；立定 n. 停住,vt
component,,组成的；构成的 n. 组成部分；部件；组件,adj
consultant,,顾问；会诊医师；专科医生,n
sunset,,日落；晚霞,n
obvious,,明显的,adj
illustration,,说明；图解；例证,n
disguise,,假扮；化装；伪装；掩盖；掩饰 n. 用来伪装的东西；伪装；掩饰,vt
wrap,,裹；包；捆 n. 披肩,vt
surgery,,外科；外科手术；手术室,n
liberal,,心胸宽大的；慷慨的；自由的；自由主义的,adj
violent,,暴力引起的；暴力的；猛烈的；剧烈的,adj
harmony,,调和；协调；和谐,n
resolve,,n&v. 解决；解答；决定；决意,
chill,,变冷；感到冷 n. 寒冷；寒气；风寒；寒战,v
confront,,迎面遇到；遭遇；勇敢地面对；正视；使对质；使当面对证,vt
dominate,,拥有优势 vt. 在…中占首要地位；支配；统治；控制；耸立于；俯视,vi
imitate,,模仿；仿效；仿制,vt
faithful,,忠诚的；如实的；尽职的,adj
reproduce,,复制；再现；繁殖；生殖,v
institution,,协会；制度；习俗,n
pad,,垫；衬垫；便笺本；发射台；直升机起落场 vt. 填塞,n
provocation,,激怒；刺激；挑衅；挑拨,n
ambition,,雄心；抱负；野心；期望得到的东西,n
scholarship,,奖学金；学问；学识,n
exceed,,超过；胜过；超出,vt
besides,,而且 prep. 除…之外,adv
preposition,,介词,n
enlarge,,扩大；扩展；放大,vt
implement,,工具；器具；用具 vt. 使生效；履行；实施,n
export,,输出；出口 n. 输出；出口；输出品；出口额,vt
christ,,基督；救世主,n
murder,,谋杀；凶杀；谋杀罪 v. 谋杀；杀害,n
pat,,非常恰当的；适时的 n. 轻拍,adj
fantasy,,想象；幻想；想象的产物,n
horsepower,,马力,n
visibility,,可见度；能见度；可见性；明显性,n
invitation,,邀请；招待；请柬；吸引；诱惑,n
paw,,用爪子抓；用蹄扒；翻找 n. 爪子,v
enormous,,巨大的；庞大的,adj
moisture,,潮湿；湿气,n
toast,,烤面包；祝酒；祝酒词 vt. 烘；烤；向…祝酒；为…干杯,n
frustrate,,使沮丧；使灰心；挫败；使受挫折,vt
external,,外部的；外面的,adj
aside,,在旁边；到旁边,adv
circumstance,,情况；条件；境遇；境况；经济情况,n
revise,,修订；修改；复习,v
authority,,官方；权力；当权者；行政管理机构；权威；专家,n
creature,,创造物；产物；生物；动物；家畜,n
harm,,n&vt. 伤害；损害,
semiconductor,,半导体,n
rope,,绳；索 vt. 用绳捆,n
provided,,假如；若是,conj
instrument,,仪器；工具；乐器,n
gasoline,,汽油,n
indispensable,,必不可少的；必需的,adj
medium,,中等的 n. 媒体；媒介物；传导体,adj
lens,,透镜；镜片；镜头,n
wisdom,,智慧；才智；名言,n
fatal,,致命的；命运的；重大的；决定性的,adj
nowhere,,任何地方都不,adv
motive,,动机；目的,n
romantic,,浪漫的；多情的；有浪漫色彩的；传奇性的；不切实际的；空想的,adj
motivate,,作为…的动机；激励；激发,vt
spoil,,损坏；糟蹋；宠坏；溺爱；变质 n. 战利品；掠夺物,v
airline,,航空公司；航线,n
multiply,,增加；繁殖；乘,vt
ridge,,脊；山脊；垄；埂；脊状突起,n
pilot,,试验性的；试点的 n. 引航员；飞行员 vt. 驾驶；为引航；试验；试用,adj
umbrella,,伞；雨伞,n
approval,,赞成；同意；批准,n
mobile,,运动的；流动的；多变的,adj
perform,,做；履行；完成；表演；演出；工作情况；表现,vt
multiple,,复合的；多重的；多样的 n. 倍数,adj
peak,,达到高峰；达到最大值 adj. 最大值的；高峰的 n. 山顶；顶点,vi
evolution,,进化；演化；发展,n
portrait,,肖像；画像,n
halfway,,半路地；在中途；在半途 adj. 中途的；部分的；不彻底的,adv
expose,,使接触；揭露,vt
concentrate,,全神贯注；全力以赴；集中；聚集；浓缩 n. 浓缩物；浓缩液,v
magnet,,磁铁；磁体；有吸引力的人或事物,n
explosion,,爆炸；爆发；炸裂；激增；扩大,n
weld,,n&vt. 焊接；熔接,
up-to-date,,直到最近的；现代的；跟上时代的,adj
complaint,,抱怨；怨言；控告,n
translation,,翻译；译文；译本,n
cancer,,癌；癌症；肿瘤,n
personnel,,人员；员工,n
hopeless,,没有希望的；绝望的,adj
outlook,,观点；看法；展望；前景,n
fountain,,泉水；喷泉；源泉,n
offense,,犯规；违法行为；冒犯；得罪,n
breadth,,宽度；幅度；幅面,n
catalog,,目录；目录册；一系列 vt. 将…编入目录；将编目,n
channel,,海峡；水道；航道；渠道；途径；频道,n
focus,,聚焦；集中 n. 焦点；中心,v
invisible,,看不见的；无形的,adj
entire,,全部的；整个的,adj
pea,,豌豆,n
pill,,药丸,n
wrist,,腕；腕关节,n
approach,,向…靠近 n. 靠近,vt
myth,,杜撰出来的人；神话,n
flour,,面粉；粉；粉状物质,n
implication,,含意；暗示；暗指；卷入；牵连,n
camel,,骆驼,n
fierce,,凶猛的；狂热的,adj
bump,,碰；撞；颠簸着前进 n. 碰撞；猛撞；肿块；隆起物,vi
reservation,,预订；保留；犹豫；保留地,n
per,,每；每一,prep
proceed,,继续进行；行进；前进,vi
considering,,鉴于；考虑到；顾及,prep
corporation,,公司；企业；社团,n
loyalty,,忠诚；忠心,n
bulb,,电灯泡；球状物,n
dismiss,,不再考虑；解雇；解散；驳回,vt
propose,,提议；建议；提出；提名；推荐；打算；计划；求婚,v
intelligence,,智力；理解力；情报,n
reform,,n&v. 改革；改良；改造；改正；改过自新,
draught,,穿堂风；冷风 adj. 〔啤酒〕桶装的；散装的,n
daylight,,白昼；日光；黎明,n
install,,安装；设置；使就职；任命,vt
integration,,综合,n
indication,,指示；表示；表明；象征；迹象,n
bulk,,变得越来越大；使更大 n. 物体；体积；大批,vi
coach,,长途公共汽车；教练；指导；旅客车厢 vt. 训练；指导；辅导,n
despair,,绝望 v. 绝望；感到无望,n
champion,,冠军；得胜者；捍卫者；拥护者,n
gum,,口香糖；树胶,n
circuit,,电路；线路；环行；巡行,n
pine,,消瘦；衰弱；痛苦；悲哀；渴望 n. 松树；松木,vi
magnificent,,宏伟的；壮丽的；华丽的；极好的,n
guy,,家伙；伙计,n
respectively,,各自地；各个地；分别地,adv
protection,,保护；防护,n
pint,,品脱,n
restrict,,限制；约束；限定,vt
instant,,立即的；紧急的；可以速食的 n. 瞬间,adj
conjunction,,接合；连接；联合；连词,n
peer,,仔细看；费力地看 n. 同龄人；同等地位的人；贵族,vi
orderly,,整洁的；有秩序的,adj
costly,,昂贵的；价值高的,adj
roast,,烤；炙；烘 adj. 烤过的；烘过的 n. 烤肉,v
violence,,猛烈；激烈；暴力,n
succession,,连续；一连串；接替；继任；继承,n
accordingly,,因此；所以；照着,adv
consequence,,结果；后果；重要；重大,n
product,,产品；产物；乘积,n
particularly,,特别；尤其,adv
dominant,,占优势的；支配的；统治的；居高临下的；高耸的,adj
heading,,标题；题词；题名；新闻提要,n
lover,,爱好者；情人,n
vinegar,,醋,n
intellectual,,智力的 n. 知识分子,adj
cheat,,欺骗；作弊；哄；行骗 n. 欺骗；欺骗行为；骗子,v
framework,,框架；结构；准则；体系,n
undoubtedly,,毋庸置疑地；肯定地,adv
infect,,传染；感染；影响,vt
tide,,潮；潮汐；潮流；趋势,n
prohibit,,禁止；不准,vt
bacteria,,细菌,n
minor,,辅修 adj. 较小的；较少的；次要的 n. 未成年人；辅修科目,vi
arrow,,箭；箭状物；箭头符号,n
cop,,警察,n
fuel,,加燃料；加油 n. 燃料；燃料剂 vt. 给…加燃料；刺激,vi
hostile,,敌方的；不友善的,adj
aeroplane,,飞机,n
manner,,方式；态度；风度；礼貌；规矩,n
employee,,受雇者；雇员；雇工,n
associate,,结合；交往 adj. 副的 vt. 把…联系在一起；使联合 n. 伙伴；同事,vi
pray,,祈祷；祈求；请求；恳求,v
lad,,男孩；小伙子,n
crawl,,爬；爬行；缓慢地行进,vi
identical,,完全相同的；同一的,adj
lag,,走得慢 n. 落后,vi
towel,,毛巾；手巾,n
charity,,救济金；施舍物；慈善团体；慈善事业；宽大；宽容,n
academic,,学院的；学术的；纯理论的；不切实际的,adj
function,,运作；运行 n. 功能；职务；职责,vi
employer,,雇佣者；雇主,n
pit,,地洞；坑；煤矿；矿井 vt. 使有坑,n
lap,,舔；拍打 n. 膝部；一圈；一段,v
mineral,,矿物；矿石；矿物质,n
stock,,常用的；常备的 n. 原料；库存品；股本；公债；世系；血统；汤汁；家畜；牲畜 vt. 储备,adj
representative,,有代表性的；典型的 n. 代表；代理人,adj
suspend,,暂停；终止；吊；悬,vt
pigeon,,鸽子,n
well-known,,众所周知的；著名的,adj
beneath,,在下方；在底下 prep. 在…下方；低于；次于；在…掩盖下；连…也不值得；有失…的身份,adv
terror,,恐怖；惊骇；引起恐怖的人或事,n
comparison,,比较；对照；比拟；比喻,n
surge,,蜂拥而出；洋溢；奔放；汹涌；奔腾 n. 大浪；波涛；高涨；汹涌,vi
lest,,唯恐；以免,conj
heroic,,英雄的；英勇的,adj
sway,,摇；摇动；动摇 n. 摇摆；摇动；起支配作用的影响,v
basis,,基础；根据；原则,n
tutor,,当…导师；当…家庭教师 n. 导师；家庭教师；私人教师,v
senator,,参议员,n
adventure,,奇遇；冒险；冒险活动,n
successive,,连续的；接连的,adj
condition,,状况；状态；环境,n
thirsty,,渴的；渴望的,adj
ceremony,,典礼；仪式；礼节,n
obligation,,义务；责任,n
improve,,变得更好；改善；提高,v
gym,,体育馆；健身房,n
rarely,,很少；难得,adv
evil,,坏的 n. 邪恶；祸害,adj
governor,,州长；主管人员；理事；董事,n
twist,,缠绕；盘绕；转动；旋动；捻；搓；歪曲；曲解；扭歪；扭伤；曲折前进；转身 n. 扭弯；转折；转变；弯曲；曲折处,v
locate,,探明；找出；把…设置在；使…坐落于,vt
unite,,联合；统一,v
lavatory,,盥洗室；厕所,n
exterior,,外部的；对外的 n. 外部；外表,adj
technique,,技术；技巧；技能,n
combat,,战争；斗争；格斗 vt. 与…斗争；与…战斗,n
troop,,成群结队而行 n. 军队；部队；一群；大量,vi
scenery,,风景；景色；舞台布景,n
unity,,单一；统一；团结；和睦；协调,n
effective,,有效的；有影响的,adj
pursue,,继续；从事；追赶；追踪；追求,vt
similarly,,类似地；相似地,adv
convey,,表达；传递；运送；输送,vt
muscle,,肌肉；体力；力量；实力,n
design,,设计；预定；指定 n. 设计；构想；图样；企图,vt
extra,,特别地 adj. 额外的；特别的 n. 额外的事物；额外费用,adv
generous,,慷慨的；宽厚的；大量的,adj
victim,,牺牲者；受害者,n
possibility,,可能；可能的事,n
lane,,小路；跑道；航道；航线,n
garlic,,大蒜,n
chief,,主要的；为首的；总的 n. 首领；长官；酋长；族长,adj
accord,,相符合；相一致 n. 一致；符合；谅解；协议 vt. 使符合；使一致；调节；授予；赠与；给予,vi
aircraft,,飞机；飞行器,n
automatic,,自动的；机械的；不假思索的；无意识的；必然的；自然的 n. 自动手枪；有自动装置的汽车,adj
doubtful,,难以预测的；怀疑的,adj
despite,,不管；不顾,prep
opening,,开首的；开始的 n. 口子；洞；孔；开始；空缺,adj
industrial,,工业的；产业的,adj
obey,,顺从；服从,v
conduct,,举止；行为；指导；管理；实施 vt. 进行；管理；指挥；引导；传输；传导,n
stable,,稳定的；不变的；沉稳的；持重的 n. 厩；马厩；牛棚,adj
lamb,,羔羊；小羊；羔羊肉,n
pillow,,枕头,n
harness,,治理；给上挽具 n. 马具；挽具,vt
fantastic,,极好的；极出色的；了不起的；极大的；难以相信的；异想天开的；不实际的；奇异的；古怪的,adj
sketch,,绘…的略图；画…的素描；概述 n. 略图；梗概；素描；速写,v
tidy,,整洁的；整齐的 v. 整洁；整齐,adj
respond,,回答；答复；作出反应；响应,vi
incident,,发生的事；事件,n
maintenance,,维持；保养；抚养费,n
marry,,娶；嫁；为…证婚；结婚；结合,v
decay,,腐烂；衰败 n. 腐烂,vi
absorb,,吸收；吸引…的注意；使全神贯注；把…并入；同化,vt
supply,,n&vt. 供给；供应,
concern,,关切的事；有关的事；关心；挂念；关系；关联；公司；企业 vt. 涉及；有关；使关心；使担心,n
circulate,,循环；流通；流传；散布；传播,v
liberty,,自由；许可；准许；过于随便；放肆,n
liable,,易于…的；可能的,adj
cargo,,船货；货物,n
confidential,,秘密的；机密的；亲信的,adj
drift,,漂流；漂泊 n. 漂流；大意；主旨；趋势,vi
element,,成分；要素；元素；基础；纲要；自然力,n
chaos,,混乱；紊乱,n
mankind,,人类,n
abundant,,丰富的；富裕的；大量的；充足的,adj
pace,,踱步 n. 步；步速；速度；节奏,vi
exclaim,,呼喊；惊叫,vi
probable,,很可能的；大概的,adj
forecast,,预测；预报 n. 预测；预报,v
uncover,,揭露；暴露；揭开…的盖子,vt
recognize,,认出；识别；承认；赏识；表彰；报偿,vt
pack,,捆扎；把…打包；使挤在一起；塞满 n. 包；小盒,vt
restraint,,抑制；限制；克制；约束措施；约束条件,n
input,,输入；投入的资金；输入的数据 vt. 把…输入计算机,n
cue,,暗示；信号；提示 vt. 提示；暗示,n
